,Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint,Metabolite value,log10(Metabolite value [gDW/mmol],log10(Metabolite concentration)
2478,0.0,Glycine,Pyruvate,Ecoli,2,28,0.028407769327393195,-1.546562867186552,-inf
2479,0.223,Methionine,Pyruvate,Ecoli,2,28,0.1645691464474186,-0.7836515833620946,-0.6516951369518393
2480,1.81,Serine,Pyruvate,Ecoli,1,48,0.04799933438060233,-1.3187647850584916,0.2576785748691845
2481,0.0,Valine,Pyruvate,Ecoli,1,48,0.09305993400295642,-1.0312372597993344,-inf
2482,391.0,Pyruvic acid,Pyruvate,Ecoli,1,48,,,2.5921767573958667
2483,10.1,Succinic acid,Pyruvate,Ecoli,1,48,0.05583596040187322,-1.2530860094149179,1.0043213737826426
2484,5.15,beta-Hydroxybutyric acid,Pyruvate,Ecoli,1,48,,,0.7118072290411911
2485,1.06,Fumaric acid,Pyruvate,Ecoli,1,48,0.0519176473911559,-1.2846849954871185,0.02530586526477026
2486,0.0,Glycine,Pyruvate,Ecoli,1,48,0.028407769327393195,-1.546562867186552,-inf
2487,0.0,Alanine,Pyruvate,Ecoli,1,48,0.047019756127836265,-1.3277196277123482,-inf
2488,0.0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,1,48,0.06661132118110091,-1.1764519523817023,-inf
2489,3.92,Acetyl-ornithine,Pyruvate,Ecoli,1,48,0.12734517284620495,-0.895017512781161,0.5932860670204573
2490,0.0665,Methionine,Pyruvate,Ecoli,1,48,0.1645691464474186,-0.7836515833620946,-1.1771783546968955
2491,0.0,Valeric acid,Pyruvate,Ecoli,1,48,,,-inf
2492,13.4,Propionic acid,Pyruvate,Ecoli,1,48,0.05485638214913213,-1.2607728380818157,1.1271047983648077
2493,628.0,Lactic acid,Pyruvate,Ecoli,1,48,0.053876803896441006,-1.2685981755939983,2.797959643737196
2494,2.44,Citric acid,Pyruvate,Ecoli,1,48,0.07640710370773462,-1.1168662623974512,0.3873898263387294
2495,0.0,Asparagine,Pyruvate,Ecoli,1,48,0.05779511690723327,-1.2381088534450309,-inf
2496,0.435,Butyric acid,Pyruvate,Ecoli,1,48,0.07150921244441177,-1.1456380049675152,-0.3615107430453627
2497,4680.0,Acetic acid,Pyruvate,Ecoli,1,48,0.027428191074585495,-1.5618028337454892,3.670245853074124
2498,0.0,Putrescine,Pyruvate,Ecoli,1,48,0.0989374035189533,-1.0046394913054488,-inf
2499,0.138,Hippuric acid,Pyruvate,Ecoli,1,48,,,-0.8601209135987634
2500,2.8,beta-Hydroxybutyric acid,Pyruvate,Ecoli,2,48,,,0.4471580313422192
2501,2.28,Succinic acid,Pyruvate,Ecoli,2,48,0.05583596040187322,-1.2530860094149179,0.35793484700045375
2502,0.0,Alanine,Pyruvate,Ecoli,2,48,0.047019756127836265,-1.3277196277123482,-inf
2503,5.53,Propionic acid,Pyruvate,Ecoli,2,48,0.05485638214913213,-1.2607728380818157,0.7427251313046983
2504,402.0,Pyruvic acid,Pyruvate,Ecoli,2,48,,,2.60422605308447
2505,320.0,Lactic acid,Pyruvate,Ecoli,2,48,0.053876803896441006,-1.2685981755939983,2.505149978319906
2506,0.0,Glycine,Pyruvate,Ecoli,2,48,0.028407769327393195,-1.546562867186552,-inf
2507,0.0,Valine,Pyruvate,Ecoli,2,48,0.09305993400295642,-1.0312372597993344,-inf
2508,1.42,Acetyl-ornithine,Pyruvate,Ecoli,2,48,0.12734517284620495,-0.895017512781161,0.15228834438305647
2509,0.376,Fumaric acid,Pyruvate,Ecoli,2,48,0.0519176473911559,-1.2846849954871185,-0.42481215507233894
2510,0.109,Hippuric acid,Pyruvate,Ecoli,2,48,,,-0.9625735020593764
2511,0.328,Serine,Pyruvate,Ecoli,2,48,0.04799933438060233,-1.3187647850584916,-0.4841261562883209
2512,0.0,Asparagine,Pyruvate,Ecoli,2,48,0.05779511690723327,-1.2381088534450309,-inf
2513,0.0,alpha-Ketoglutaric acid,Pyruvate,Ecoli,2,48,0.06661132118110091,-1.1764519523817023,-inf
2514,0.0,Putrescine,Pyruvate,Ecoli,2,48,0.0989374035189533,-1.0046394913054488,-inf
2515,0.609,Butyric acid,Pyruvate,Ecoli,2,48,0.07150921244441177,-1.1456380049675152,-0.21538270736712464
2516,0.271,Methionine,Pyruvate,Ecoli,2,48,0.1645691464474186,-0.7836515833620946,-0.5670307091255943
2517,2740.0,Acetic acid,Pyruvate,Ecoli,2,48,0.027428191074585495,-1.5618028337454892,3.437750562820388
2518,1.88,Citric acid,Pyruvate,Ecoli,2,48,0.07640710370773462,-1.1168662623974512,0.2741578492636798
2519,0.12,Valeric acid,Pyruvate,Ecoli,2,48,,,-0.9208187539523752
2520,0.0,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,1,16,,,-inf
2521,395.0,Pyruvic acid,Pyruvate,Enterobacter,1,16,,,2.59659709562646
2522,0.0,Alanine,Pyruvate,Enterobacter,1,16,0.047019756127836265,-1.3277196277123482,-inf
2523,0.0,Asparagine,Pyruvate,Enterobacter,1,16,0.05779511690723327,-1.2381088534450309,-inf
2524,245.0,Acetic acid,Pyruvate,Enterobacter,1,16,0.027428191074585495,-1.5618028337454892,2.3891660843645326
2525,0.173,Succinic acid,Pyruvate,Enterobacter,1,16,0.05583596040187322,-1.2530860094149179,-0.7619538968712046
2526,0.0,Valine,Pyruvate,Enterobacter,1,16,0.09305993400295642,-1.0312372597993344,-inf
2527,0.0,Propionic acid,Pyruvate,Enterobacter,1,16,0.05485638214913213,-1.2607728380818157,-inf
2528,0.0,Lactic acid,Pyruvate,Enterobacter,1,16,0.053876803896441006,-1.2685981755939983,-inf
2529,0.511,Serine,Pyruvate,Enterobacter,1,16,0.04799933438060233,-1.3187647850584916,-0.29157909986528724
2530,0.0,Valeric acid,Pyruvate,Enterobacter,1,16,,,-inf
2531,0.114,Hippuric acid,Pyruvate,Enterobacter,1,16,,,-0.9430951486635274
2532,0.144,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,1,16,0.06661132118110091,-1.1764519523817023,-0.8416375079047503
2533,0.0,Putrescine,Pyruvate,Enterobacter,1,16,0.0989374035189533,-1.0046394913054488,-inf
2534,0.0,Glycine,Pyruvate,Enterobacter,1,16,0.028407769327393195,-1.546562867186552,-inf
2535,0.984,Citric acid,Pyruvate,Enterobacter,1,16,0.07640710370773462,-1.1168662623974512,-0.007004901568658489
2536,0.0,Acetyl-ornithine,Pyruvate,Enterobacter,1,16,0.12734517284620495,-0.895017512781161,-inf
2537,0.272,Fumaric acid,Pyruvate,Enterobacter,1,16,0.0519176473911559,-1.2846849954871185,-0.5654310959658012
2538,0.0873,Methionine,Pyruvate,Enterobacter,1,16,0.1645691464474186,-0.7836515833620946,-1.0589857562944303
2539,0.0,Butyric acid,Pyruvate,Enterobacter,1,16,0.07150921244441177,-1.1456380049675152,-inf
2540,0.0,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,2,16,,,-inf
2541,0.0,Valine,Pyruvate,Enterobacter,2,16,0.09305993400295642,-1.0312372597993344,-inf
2542,0.0,Butyric acid,Pyruvate,Enterobacter,2,16,0.07150921244441177,-1.1456380049675152,-inf
2543,0.227,Fumaric acid,Pyruvate,Enterobacter,2,16,0.0519176473911559,-1.2846849954871185,-0.6439741428068773
2544,367.0,Pyruvic acid,Pyruvate,Enterobacter,2,16,,,2.5646660642520893
2545,0.126,Succinic acid,Pyruvate,Enterobacter,2,16,0.05583596040187322,-1.2530860094149179,-0.8996294548824371
2546,0.0,Alanine,Pyruvate,Enterobacter,2,16,0.047019756127836265,-1.3277196277123482,-inf
2547,0.0,Asparagine,Pyruvate,Enterobacter,2,16,0.05779511690723327,-1.2381088534450309,-inf
2548,0.204,Serine,Pyruvate,Enterobacter,2,16,0.04799933438060233,-1.3187647850584916,-0.6903698325741012
2549,0.0,Acetyl-ornithine,Pyruvate,Enterobacter,2,16,0.12734517284620495,-0.895017512781161,-inf
2550,2.17,Glycine,Pyruvate,Enterobacter,2,16,0.028407769327393195,-1.546562867186552,0.3364597338485295
2551,0.0,Propionic acid,Pyruvate,Enterobacter,2,16,0.05485638214913213,-1.2607728380818157,-inf
2552,0.0,Lactic acid,Pyruvate,Enterobacter,2,16,0.053876803896441006,-1.2685981755939983,-inf
2553,152.0,Acetic acid,Pyruvate,Enterobacter,2,16,0.027428191074585495,-1.5618028337454892,2.1818435879447726
2554,0.0,Putrescine,Pyruvate,Enterobacter,2,16,0.0989374035189533,-1.0046394913054488,-inf
2555,0.138,Valeric acid,Pyruvate,Enterobacter,2,16,,,-0.8601209135987634
2556,0.986,Citric acid,Pyruvate,Enterobacter,2,16,0.07640710370773462,-1.1168662623974512,-0.0061230850587887945
2557,0.113,Methionine,Pyruvate,Enterobacter,2,16,0.1645691464474186,-0.7836515833620946,-0.9469215565165803
2558,0.0,Hippuric acid,Pyruvate,Enterobacter,2,16,,,-inf
2559,0.16,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,2,16,0.06661132118110091,-1.1764519523817023,-0.7958800173440752
2560,2.04,Succinic acid,Pyruvate,Enterobacter,1,28,0.05583596040187322,-1.2530860094149179,0.3096301674258988
2561,1.04,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,1,28,0.06661132118110091,-1.1764519523817023,0.01703333929878037
2562,0.0,Glycine,Pyruvate,Enterobacter,1,28,0.028407769327393195,-1.546562867186552,-inf
2563,2.51,Propionic acid,Pyruvate,Enterobacter,1,28,0.05485638214913213,-1.2607728380818157,0.3996737214810381
2564,0.711,Butyric acid,Pyruvate,Enterobacter,1,28,0.07150921244441177,-1.1456380049675152,-0.14813039927023372
2565,0.0,Alanine,Pyruvate,Enterobacter,1,28,0.047019756127836265,-1.3277196277123482,-inf
2566,0.0,Valine,Pyruvate,Enterobacter,1,28,0.09305993400295642,-1.0312372597993344,-inf
2567,0.138,Hippuric acid,Pyruvate,Enterobacter,1,28,,,-0.8601209135987634
2568,411.0,Pyruvic acid,Pyruvate,Enterobacter,1,28,,,2.6138418218760693
2569,0.545,Acetyl-ornithine,Pyruvate,Enterobacter,1,28,0.12734517284620495,-0.895017512781161,-0.2636034977233575
2570,0.0,Serine,Pyruvate,Enterobacter,1,28,0.04799933438060233,-1.3187647850584916,-inf
2571,0.317,Fumaric acid,Pyruvate,Enterobacter,1,28,0.0519176473911559,-1.2846849954871185,-0.4989407377822485
2572,0.0,Asparagine,Pyruvate,Enterobacter,1,28,0.05779511690723327,-1.2381088534450309,-inf
2573,1.31,Citric acid,Pyruvate,Enterobacter,1,28,0.07640710370773462,-1.1168662623974512,0.11727129565576427
2574,0.0842,Methionine,Pyruvate,Enterobacter,1,28,0.1645691464474186,-0.7836515833620946,-1.0746879085003505
2575,0.0,Putrescine,Pyruvate,Enterobacter,1,28,0.0989374035189533,-1.0046394913054488,-inf
2576,0.0,Valeric acid,Pyruvate,Enterobacter,1,28,,,-inf
2577,2.26,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,1,28,,,0.35410843914740087
2578,229.0,Lactic acid,Pyruvate,Enterobacter,1,28,0.053876803896441006,-1.2685981755939983,2.359835482339888
2579,4040.0,Acetic acid,Pyruvate,Enterobacter,1,28,0.027428191074585495,-1.5618028337454892,3.606381365110605
2580,136.0,Lactic acid,Pyruvate,Enterobacter,2,28,0.053876803896441006,-1.2685981755939983,2.1335389083702174
2581,1.78,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,2,28,0.06661132118110091,-1.1764519523817023,0.250420002308894
2582,1.58,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,2,28,,,0.19865708695442263
2583,0.0,Asparagine,Pyruvate,Enterobacter,2,28,0.05779511690723327,-1.2381088534450309,-inf
2584,0.404,Butyric acid,Pyruvate,Enterobacter,2,28,0.07150921244441177,-1.1456380049675152,-0.393618634889395
2585,0.666,Propionic acid,Pyruvate,Enterobacter,2,28,0.05485638214913213,-1.2607728380818157,-0.17652577082969892
2586,1.88,Succinic acid,Pyruvate,Enterobacter,2,28,0.05583596040187322,-1.2530860094149179,0.2741578492636798
2587,0.0,Valine,Pyruvate,Enterobacter,2,28,0.09305993400295642,-1.0312372597993344,-inf
2588,0.0,Serine,Pyruvate,Enterobacter,2,28,0.04799933438060233,-1.3187647850584916,-inf
2589,0.0,Valeric acid,Pyruvate,Enterobacter,2,28,,,-inf
2590,400.0,Pyruvic acid,Pyruvate,Enterobacter,2,28,,,2.6020599913279625
2591,0.716,Acetyl-ornithine,Pyruvate,Enterobacter,2,28,0.12734517284620495,-0.895017512781161,-0.14508697769214446
2592,0.128,Putrescine,Pyruvate,Enterobacter,2,28,0.0989374035189533,-1.0046394913054488,-0.8927900303521317
2593,0.0,Glycine,Pyruvate,Enterobacter,2,28,0.028407769327393195,-1.546562867186552,-inf
2594,1.38,Citric acid,Pyruvate,Enterobacter,2,28,0.07640710370773462,-1.1168662623974512,0.13987908640123647
2595,2890.0,Acetic acid,Pyruvate,Enterobacter,2,28,0.027428191074585495,-1.5618028337454892,3.4608978427565478
2596,0.0,Alanine,Pyruvate,Enterobacter,2,28,0.047019756127836265,-1.3277196277123482,-inf
2597,0.351,Fumaric acid,Pyruvate,Enterobacter,2,28,0.0519176473911559,-1.2846849954871185,-0.4546928835341759
2598,0.173,Methionine,Pyruvate,Enterobacter,2,28,0.1645691464474186,-0.7836515833620946,-0.7619538968712046
2599,0.104,Hippuric acid,Pyruvate,Enterobacter,2,28,,,-0.9829666607012196
2600,0.0,Valine,Pyruvate,Enterobacter,1,48,0.09305993400295642,-1.0312372597993344,-inf
2601,15.4,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,1,48,,,1.187520720836463
2602,0.158,Fumaric acid,Pyruvate,Enterobacter,1,48,0.0519176473911559,-1.2846849954871185,-0.8013429130455774
2603,586.0,Lactic acid,Pyruvate,Enterobacter,1,48,0.053876803896441006,-1.2685981755939983,2.767897616018091
2604,0.166,Methionine,Pyruvate,Enterobacter,1,48,0.1645691464474186,-0.7836515833620946,-0.7798919119599449
2605,0.225,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,1,48,0.06661132118110091,-1.1764519523817023,-0.6478174818886375
2606,0.222,Succinic acid,Pyruvate,Enterobacter,1,48,0.05583596040187322,-1.2530860094149179,-0.6536470255493614
2607,0.665,Serine,Pyruvate,Enterobacter,1,48,0.04799933438060233,-1.3187647850584916,-0.17717835469689538
2608,0.0,Alanine,Pyruvate,Enterobacter,1,48,0.047019756127836265,-1.3277196277123482,-inf
2609,7.4,Propionic acid,Pyruvate,Enterobacter,1,48,0.05485638214913213,-1.2607728380818157,0.8692317197309762
2610,1.47,Pyruvic acid,Pyruvate,Enterobacter,1,48,,,0.1673173347481761
2611,1.55,Butyric acid,Pyruvate,Enterobacter,1,48,0.07150921244441177,-1.1456380049675152,0.1903316981702915
2612,6290.0,Acetic acid,Pyruvate,Enterobacter,1,48,0.027428191074585495,-1.5618028337454892,3.798650645445269
2613,0.0,Glycine,Pyruvate,Enterobacter,1,48,0.028407769327393195,-1.546562867186552,-inf
2614,0.463,Asparagine,Pyruvate,Enterobacter,1,48,0.05779511690723327,-1.2381088534450309,-0.33441900898204685
2615,3.47,Citric acid,Pyruvate,Enterobacter,1,48,0.07640710370773462,-1.1168662623974512,0.5403294747908738
2616,0.0,Putrescine,Pyruvate,Enterobacter,1,48,0.0989374035189533,-1.0046394913054488,-inf
2617,4.16,Acetyl-ornithine,Pyruvate,Enterobacter,1,48,0.12734517284620495,-0.895017512781161,0.6190933306267428
2618,0.274,Valeric acid,Pyruvate,Enterobacter,1,48,,,-0.562249437179612
2619,0.117,Hippuric acid,Pyruvate,Enterobacter,1,48,,,-0.9318141382538383
2620,0.0,Alanine,Pyruvate,Enterobacter,2,48,0.047019756127836265,-1.3277196277123482,-inf
2621,0.0,Glycine,Pyruvate,Enterobacter,2,48,0.028407769327393195,-1.546562867186552,-inf
2622,0.0,Putrescine,Pyruvate,Enterobacter,2,48,0.0989374035189533,-1.0046394913054488,-inf
2623,0.0,Valine,Pyruvate,Enterobacter,2,48,0.09305993400295642,-1.0312372597993344,-inf
2624,0.103,Methionine,Pyruvate,Enterobacter,2,48,0.1645691464474186,-0.7836515833620946,-0.9871627752948278
2625,3.75,Acetyl-ornithine,Pyruvate,Enterobacter,2,48,0.12734517284620495,-0.895017512781161,0.5740312677277188
2626,5.91,Propionic acid,Pyruvate,Enterobacter,2,48,0.05485638214913213,-1.2607728380818157,0.7715874808812554
2627,0.197,Succinic acid,Pyruvate,Enterobacter,2,48,0.05583596040187322,-1.2530860094149179,-0.7055337738384071
2628,0.148,Fumaric acid,Pyruvate,Enterobacter,2,48,0.0519176473911559,-1.2846849954871185,-0.8297382846050426
2629,0.105,Hippuric acid,Pyruvate,Enterobacter,2,48,,,-0.978810700930062
2630,634.0,Lactic acid,Pyruvate,Enterobacter,2,48,0.053876803896441006,-1.2685981755939983,2.802089257881733
2631,1.35,Pyruvic acid,Pyruvate,Enterobacter,2,48,,,0.13033376849500614
2632,0.203,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,2,48,0.06661132118110091,-1.1764519523817023,-0.6925039620867871
2633,1.67,Serine,Pyruvate,Enterobacter,2,48,0.04799933438060233,-1.3187647850584916,0.22271647114758325
2634,0.0,Asparagine,Pyruvate,Enterobacter,2,48,0.05779511690723327,-1.2381088534450309,-inf
2635,1.09,Butyric acid,Pyruvate,Enterobacter,2,48,0.07150921244441177,-1.1456380049675152,0.037426497940623665
2636,6250.0,Acetic acid,Pyruvate,Enterobacter,2,48,0.027428191074585495,-1.5618028337454892,3.7958800173440754
2637,15.0,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,2,48,,,1.1760912590556813
2638,0.224,Valeric acid,Pyruvate,Enterobacter,2,48,,,-0.6497519816658371
2639,7.91,Citric acid,Pyruvate,Enterobacter,2,48,0.07640710370773462,-1.1168662623974512,0.8981764834976765
2640,0.0,Alanine,Pyruvate,Pputida,1,16,0.04936999366197403,-1.3065369285343655,-inf
2641,0.0,Propionic acid,Pyruvate,Pputida,1,16,0.05834635614635486,-1.233986261382884,-inf
2642,0.181,Succinic acid,Pyruvate,Pputida,1,16,0.05946840145677479,-1.2257137354175287,-0.7423214251308154
2643,0.0,Valine,Pyruvate,Pputida,1,16,0.0976179420143275,-1.0104703523980245,-inf
2644,1.36,Serine,Pyruvate,Pputida,1,16,0.04600385773085858,-1.337205748297204,0.13353890837021754
2645,412.0,Pyruvic acid,Pyruvate,Pputida,1,16,,,2.6148972160331345
2646,0.0,beta-Hydroxybutyric acid,Pyruvate,Pputida,1,16,,,-inf
2647,0.0,Valeric acid,Pyruvate,Pputida,1,16,,,-inf
2648,0.0,Glycine,Pyruvate,Pputida,1,16,0.030295223383569603,-1.5186258408603395,-inf
2649,0.0,alpha-Ketoglutaric acid,Pyruvate,Pputida,1,16,0.07181089987194911,-1.1438096310367452,-inf
2650,0.0,Putrescine,Pyruvate,Pputida,1,16,0.1021061232559961,-0.9909482126971209,-inf
2651,0.218,Fumaric acid,Pyruvate,Pputida,1,16,0.054980220214784215,-1.259793524989566,-0.6615435063953952
2652,0.0,Acetyl-ornithine,Pyruvate,Pputida,1,16,0.13240134663984326,-0.8781075977114332,-inf
2653,0.0,Lactic acid,Pyruvate,Pputida,1,16,0.0460038577309112,-1.3372057482967072,-inf
2654,0.134,Methionine,Pyruvate,Pputida,1,16,0.13688952788188935,-0.8636297743427548,-0.8728952016351923
2655,1.32,Citric acid,Pyruvate,Pputida,1,16,0.08078726235660749,-1.0926571085857903,0.12057393120584989
2656,0.0,Hippuric acid,Pyruvate,Pputida,1,16,,,-inf
2657,0.0,Butyric acid,Pyruvate,Pputida,1,16,,,-inf
2658,0.0,Asparagine,Pyruvate,Pputida,1,16,0.06395658269874316,-1.1941147493461821,-inf
2659,0.0,Acetic acid,Pyruvate,Pputida,1,16,0.029173178073393924,-1.5350162570436423,-inf
2660,0.0,Valine,Pyruvate,Pputida,2,16,0.0976179420143275,-1.0104703523980245,-inf
2661,0.0,beta-Hydroxybutyric acid,Pyruvate,Pputida,2,16,,,-inf
2662,0.0,Alanine,Pyruvate,Pputida,2,16,0.04936999366197403,-1.3065369285343655,-inf
2663,0.0,Propionic acid,Pyruvate,Pputida,2,16,0.05834635614635486,-1.233986261382884,-inf
2664,0.0741,Succinic acid,Pyruvate,Pputida,2,16,0.05946840145677479,-1.2257137354175287,-1.1301817920206718
2665,0.365,Serine,Pyruvate,Pputida,2,16,0.04600385773085858,-1.337205748297204,-0.4377071355435253
2666,0.157,Fumaric acid,Pyruvate,Pputida,2,16,0.054980220214784215,-1.259793524989566,-0.8041003475907662
2667,0.0944,Putrescine,Pyruvate,Pputida,2,16,0.1021061232559961,-0.9909482126971209,-1.025028005701931
2668,0.247,Asparagine,Pyruvate,Pputida,2,16,0.06395658269874316,-1.1941147493461821,-0.6073030467403343
2669,0.0,Lactic acid,Pyruvate,Pputida,2,16,0.0460038577309112,-1.3372057482967072,-inf
2670,0.063,Hippuric acid,Pyruvate,Pputida,2,16,,,-1.2006594505464183
2671,0.255,Methionine,Pyruvate,Pputida,2,16,0.13688952788188935,-0.8636297743427548,-0.5934598195660448
2672,0.0,Glycine,Pyruvate,Pputida,2,16,0.030295223383569603,-1.5186258408603395,-inf
2673,0.0,alpha-Ketoglutaric acid,Pyruvate,Pputida,2,16,0.07181089987194911,-1.1438096310367452,-inf
2674,0.0,Acetyl-ornithine,Pyruvate,Pputida,2,16,0.13240134663984326,-0.8781075977114332,-inf
2675,1.35,Citric acid,Pyruvate,Pputida,2,16,0.08078726235660749,-1.0926571085857903,0.13033376849500614
2676,0.0,Butyric acid,Pyruvate,Pputida,2,16,,,-inf
2677,0.171,Valeric acid,Pyruvate,Pputida,2,16,,,-0.7670038896078462
2678,384.0,Pyruvic acid,Pyruvate,Pputida,2,16,,,2.584331224367531
2679,0.0,Acetic acid,Pyruvate,Pputida,2,16,0.029173178073393924,-1.5350162570436423,-inf
2680,0.0,Asparagine,Pyruvate,Pputida,1,28,0.06395658269874316,-1.1941147493461821,-inf
2681,0.0,Alanine,Pyruvate,Pputida,1,28,0.04936999366197403,-1.3065369285343655,-inf
2682,0.592,Propionic acid,Pyruvate,Pputida,1,28,0.05834635614635486,-1.233986261382884,-0.22767829327708025
2683,0.0,Serine,Pyruvate,Pputida,1,28,0.04600385773085858,-1.337205748297204,-inf
2684,1.67,beta-Hydroxybutyric acid,Pyruvate,Pputida,1,28,,,0.22271647114758325
2685,0.0,Valine,Pyruvate,Pputida,1,28,0.0976179420143275,-1.0104703523980245,-inf
2686,1.67,Citric acid,Pyruvate,Pputida,1,28,0.08078726235660749,-1.0926571085857903,0.22271647114758325
2687,0.548,Acetyl-ornithine,Pyruvate,Pputida,1,28,0.13240134663984326,-0.8781075977114332,-0.2612194415156308
2688,0.128,Methionine,Pyruvate,Pputida,1,28,0.13688952788188935,-0.8636297743427548,-0.8927900303521317
2689,0.0,Glycine,Pyruvate,Pputida,1,28,0.030295223383569603,-1.5186258408603395,-inf
2690,0.453,Butyric acid,Pyruvate,Pputida,1,28,,,-0.34390179798716813
2691,0.0,Lactic acid,Pyruvate,Pputida,1,28,0.0460038577309112,-1.3372057482967072,-inf
2692,0.169,Fumaric acid,Pyruvate,Pputida,1,28,0.054980220214784215,-1.259793524989566,-0.7721132953863264
2693,27.2,Acetic acid,Pyruvate,Pputida,1,28,0.029173178073393924,-1.5350162570436423,1.4345689040341987
2694,0.0,alpha-Ketoglutaric acid,Pyruvate,Pputida,1,28,0.07181089987194911,-1.1438096310367452,-inf
2695,0.0,Putrescine,Pyruvate,Pputida,1,28,0.1021061232559961,-0.9909482126971209,-inf
2696,0.126,Hippuric acid,Pyruvate,Pputida,1,28,,,-0.8996294548824371
2697,0.0,Valeric acid,Pyruvate,Pputida,1,28,,,-inf
2698,0.192,Succinic acid,Pyruvate,Pputida,1,28,0.05946840145677479,-1.2257137354175287,-0.7166987712964504
2699,409.0,Pyruvic acid,Pyruvate,Pputida,1,28,,,2.611723308007342
2700,398.0,Pyruvic acid,Pyruvate,Pputida,2,28,,,2.5998830720736876
2701,0.0,Propionic acid,Pyruvate,Pputida,2,28,0.05834635614635486,-1.233986261382884,-inf
2702,0.0,Alanine,Pyruvate,Pputida,2,28,0.04936999366197403,-1.3065369285343655,-inf
2703,1.74,Citric acid,Pyruvate,Pputida,2,28,0.08078726235660749,-1.0926571085857903,0.24054924828259971
2704,2.22,Serine,Pyruvate,Pputida,2,28,0.04600385773085858,-1.337205748297204,0.3463529744506387
2705,1.9,beta-Hydroxybutyric acid,Pyruvate,Pputida,2,28,,,0.2787536009528289
2706,0.0,Valine,Pyruvate,Pputida,2,28,0.0976179420143275,-1.0104703523980245,-inf
2707,0.0,alpha-Ketoglutaric acid,Pyruvate,Pputida,2,28,0.07181089987194911,-1.1438096310367452,-inf
2708,0.0,Putrescine,Pyruvate,Pputida,2,28,0.1021061232559961,-0.9909482126971209,-inf
2709,0.0,Glycine,Pyruvate,Pputida,2,28,0.030295223383569603,-1.5186258408603395,-inf
2710,1.3,Acetyl-ornithine,Pyruvate,Pputida,2,28,0.13240134663984326,-0.8781075977114332,0.11394335230683679
2711,18.9,Acetic acid,Pyruvate,Pputida,2,28,0.029173178073393924,-1.5350162570436423,1.276461804173244
2712,0.0,Lactic acid,Pyruvate,Pputida,2,28,0.0460038577309112,-1.3372057482967072,-inf
2713,0.124,Fumaric acid,Pyruvate,Pputida,2,28,0.054980220214784215,-1.259793524989566,-0.906578314837765
2714,0.386,Butyric acid,Pyruvate,Pputida,2,28,,,-0.41341269532824504
2715,0.0,Hippuric acid,Pyruvate,Pputida,2,28,,,-inf
2716,0.0,Asparagine,Pyruvate,Pputida,2,28,0.06395658269874316,-1.1941147493461821,-inf
2717,0.18,Methionine,Pyruvate,Pputida,2,28,0.13688952788188935,-0.8636297743427548,-0.744727494896694
2718,0.0,Valeric acid,Pyruvate,Pputida,2,28,,,-inf
2719,0.106,Succinic acid,Pyruvate,Pputida,2,28,0.05946840145677479,-1.2257137354175287,-0.9746941347352298
2720,0.0,Valine,Pyruvate,Pputida,1,48,0.0976179420143275,-1.0104703523980245,-inf
2721,0.276,Succinic acid,Pyruvate,Pputida,1,48,0.05946840145677479,-1.2257137354175287,-0.5590909179347823
2722,2.44,beta-Hydroxybutyric acid,Pyruvate,Pputida,1,48,,,0.3873898263387294
2723,0.0,Alanine,Pyruvate,Pputida,1,48,0.04936999366197403,-1.3065369285343655,-inf
2724,0.118,Hippuric acid,Pyruvate,Pputida,1,48,,,-0.9281179926938746
2725,1.37,Serine,Pyruvate,Pputida,1,48,0.04600385773085858,-1.337205748297204,0.1367205671564068
2726,0.0,Glycine,Pyruvate,Pputida,1,48,0.030295223383569603,-1.5186258408603395,-inf
2727,393.0,Pyruvic acid,Pyruvate,Pputida,1,48,,,2.5943925503754266
2728,0.0,Lactic acid,Pyruvate,Pputida,1,48,0.0460038577309112,-1.3372057482967072,-inf
2729,0.122,Fumaric acid,Pyruvate,Pputida,1,48,0.054980220214784215,-1.259793524989566,-0.9136401693252518
2730,0.0,Putrescine,Pyruvate,Pputida,1,48,0.1021061232559961,-0.9909482126971209,-inf
2731,0.0678,Asparagine,Pyruvate,Pputida,1,48,0.06395658269874316,-1.1941147493461821,-1.1687703061329366
2732,30.8,Acetic acid,Pyruvate,Pputida,1,48,0.029173178073393924,-1.5350162570436423,1.4885507165004443
2733,1.16,Propionic acid,Pyruvate,Pputida,1,48,0.05834635614635486,-1.233986261382884,0.06445798922691845
2734,0.24,Methionine,Pyruvate,Pputida,1,48,0.13688952788188935,-0.8636297743427548,-0.619788758288394
