,Sample_id,Carbon source,Hours,AUC [gDW*h/L],Bioreactor,Timepoint,Metabolite,Z-score
4359,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Pyruvate,
4360,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Pyruvate,
4361,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Pyruvate,
4362,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Pyruvate,
4363,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Pyruvate,0.3946042704713049
4364,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Pyruvate,0.1910339255792784
4365,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Quinate,0.8977850941706702
4366,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Quinate,-0.505741848989767
4367,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Quinate,1.4201312362263063
4368,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Quinate,-1.1145467223329504
4369,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Quinate,
4370,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Quinate,
4371,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Quinate,
4372,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Quinate,-0.3497292207332874
4373,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Quinate,
4374,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Quinate,-0.9643770494808838
4375,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Quinate,-0.5387952233470117
4376,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Quinate,-1.088715947112794
4377,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Quinate,0.4156204652158897
4378,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Quinate,1.6430120493189515
4379,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Quinate,-0.6550819985090771
4380,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,Quinate,-0.2118962171372997
4381,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,Quinate,
4382,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,Quinate,0.2534539546237923
4383,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,Quinate,-1.005359462112711
4384,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,Quinate,
4385,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,Quinate,
4386,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,Quinate,-1.010416825322503
4387,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,Quinate,-1.1891556925659132
4388,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,Quinate,0.0731682025181278
4389,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,Quinate,1.0534880834911475
4390,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Quinate,-0.1906288137753378
4391,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Quinate,-0.4186581495969848
4392,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Quinate,
4393,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Quinate,1.5156527546400382
4394,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Quinate,0.0482937941615025
4395,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Quinate,0.0017951622075812
4396,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Quinate,0.4622803438725802
4397,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Quinate,1.1159736817220214
4398,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Quinate,0.1489523191450563
4399,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Quinate,
4400,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Quinate,0.0463374686740125
4401,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Quinate,-0.5837145599423963
4402,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Quinate,-1.1439116585612252
4403,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Quinate,-1.1949559901966829
4404,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Quinate,
4405,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Quinate,-0.8022505564304127
4406,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Quinate,-0.8062887801446035
4407,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Quinate,3.084341856529754
4408,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Quinate,0.6727591287372413
4409,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Quinate,0.9211791210371668
4410,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,S-adenosylhomocysteine,1.335461752220397
4411,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,S-adenosylhomocysteine,1.701580952547225
4412,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,S-adenosylhomocysteine,0.2454451292920181
4413,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,S-adenosylhomocysteine,-0.9313227206442746
4414,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,S-adenosylhomocysteine,
4415,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,S-adenosylhomocysteine,
4416,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,S-adenosylhomocysteine,
4417,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,S-adenosylhomocysteine,-1.0043929877079465
4418,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,S-adenosylhomocysteine,-0.3966767873700619
4419,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,S-adenosylhomocysteine,-0.6113034398287313
4420,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,S-adenosylhomocysteine,-0.5865278526660382
4421,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,S-adenosylhomocysteine,-0.9571742904400232
4422,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,S-adenosylhomocysteine,-0.2391080070325363
4423,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,S-adenosylhomocysteine,1.4252870407736944
4424,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,S-adenosylhomocysteine,-0.4234923023029965
4425,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,S-adenosylhomocysteine,1.46533154448784
4426,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,S-adenosylhomocysteine,-1.020813648699454
4427,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,S-adenosylhomocysteine,1.903860927762297
4428,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,S-adenosylhomocysteine,-0.8290502313763749
4429,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,S-adenosylhomocysteine,
4430,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,S-adenosylhomocysteine,-0.9785921201803836
4431,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,S-adenosylhomocysteine,-0.5974092208607016
4432,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,S-adenosylhomocysteine,-0.93617363015686
4433,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,S-adenosylhomocysteine,-1.0683521266270717
4434,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,S-adenosylhomocysteine,-0.5560415536751075
4435,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,S-adenosylhomocysteine,
4436,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,S-adenosylhomocysteine,-0.537113168958218
4437,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,S-adenosylhomocysteine,-1.0122156827154491
4438,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,S-adenosylhomocysteine,0.1391095992506431
4439,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,S-adenosylhomocysteine,0.3574781223463147
4440,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,S-adenosylhomocysteine,2.1841592184976464
4441,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,S-adenosylhomocysteine,0.4332143509201127
4442,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,S-adenosylhomocysteine,0.9991776918464116
4443,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,S-adenosylhomocysteine,-0.7429345724213209
4444,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,S-adenosylhomocysteine,
4445,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,S-adenosylhomocysteine,-1.0564969442169831
4446,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,S-adenosylhomocysteine,0.950841541532768
4447,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,S-adenosylhomocysteine,-0.4320899909812445
4448,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,S-adenosylhomocysteine,-0.4327367477821771
4449,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,S-adenosylhomocysteine,
4450,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,S-adenosylhomocysteine,1.0414691559597855
4451,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,S-adenosylhomocysteine,-0.616589324536721
4452,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,S-adenosylhomocysteine,-0.6016830312558736
4453,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,S-adenosylhomocysteine,0.9220969589851938
4454,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,S-adenosylhomocysteine,1.4637763960141918
4455,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,S-adenosylmethionine,0.2910827663536536
4456,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,S-adenosylmethionine,0.844345507139811
4457,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,S-adenosylmethionine,1.3824428056914762
4458,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,S-adenosylmethionine,-1.1315521886659037
4459,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,S-adenosylmethionine,
4460,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,S-adenosylmethionine,
4461,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,S-adenosylmethionine,
4462,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,S-adenosylmethionine,0.4067920781411064
4463,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,S-adenosylmethionine,-0.7021172615043207
4464,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,S-adenosylmethionine,-1.2067885891000008
4465,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,S-adenosylmethionine,-0.5023804712094516
4466,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,S-adenosylmethionine,-1.2101249422490206
4467,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,S-adenosylmethionine,2.2068797694818767
4468,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,S-adenosylmethionine,0.2320393360523985
4469,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,S-adenosylmethionine,-0.3194537295240507
4470,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,S-adenosylmethionine,1.135808165469977
4471,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,S-adenosylmethionine,
4472,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,S-adenosylmethionine,1.1943904299933217
4473,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,S-adenosylmethionine,-1.244930079253984
4474,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,S-adenosylmethionine,
4475,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,S-adenosylmethionine,
4476,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,S-adenosylmethionine,-1.239357677229214
4477,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,S-adenosylmethionine,-1.164222110469436
4478,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,S-adenosylmethionine,0.9965421168499776
4479,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,S-adenosylmethionine,1.7125616809226525
4480,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,S-adenosylmethionine,0.7929199900512177
4481,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,S-adenosylmethionine,0.3365708202911103
4482,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,S-adenosylmethionine,-1.3535993394337495
4483,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,S-adenosylmethionine,0.126059501970821
4484,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,S-adenosylmethionine,-0.4565950339996505
4485,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,S-adenosylmethionine,0.8290607334793965
4486,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,S-adenosylmethionine,2.0526463534842243
4487,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,S-adenosylmethionine,-0.3938958585170069
4488,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,S-adenosylmethionine,0.3890329852038421
4489,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,S-adenosylmethionine,-1.3019719100674851
4490,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,S-adenosylmethionine,0.7106580755374062
4491,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,S-adenosylmethionine,0.2576757598544971
4492,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,S-adenosylmethionine,-0.922040717456763
4493,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,S-adenosylmethionine,-0.9023357216021552
4494,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,S-adenosylmethionine,-1.3810429430812607
4495,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,S-adenosylmethionine,0.1391078252330889
4496,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,S-adenosylmethionine,-0.2193899263892988
4497,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,S-adenosylmethionine,0.0587598159920059
4498,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,S-adenosylmethionine,-0.3888403232336994
4499,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,S-adenosylmethionine,-0.0547376942074051
4500,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Salicylate,0.5647313459662499
4501,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Salicylate,-0.1084988671644499
4502,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Salicylate,1.9429754703224729
4503,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Salicylate,-1.029553320784878
4504,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Salicylate,-1.0104775946213342
4505,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Salicylate,-1.1355066935884646
4506,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Salicylate,-0.745121406710325
4507,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Salicylate,0.0980372333207136
4508,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Salicylate,-0.9402280565540108
4509,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Salicylate,-0.6980856092969023
4510,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Salicylate,-0.5522179521848845
4511,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Salicylate,-0.953158345624713
4512,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Salicylate,1.6603256347817783
4513,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Salicylate,0.9949569467217194
4514,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Salicylate,-0.4588824667233662
4515,SM_MPTA_112023_89_L-alanine-T18_M10_32,L-alanine,18.0,1.718588757293409,REL08,3,Salicylate,0.5624932429871955
4516,SM_MPTA_112023_M9_L-malate_002_44,L-malate,0.0,0.0,,0,Salicylate,-1.0672332604777284
4517,SM_MPTA_112023_88_L-alanine-T18_M9_31,L-alanine,18.0,1.9627468841916456,REL07,3,Salicylate,0.4504986114219222
4518,SM_MPTA_112023_33_L-malate-T6_M7_15,L-malate,6.0,0.2093431136310292,REL06,1,Salicylate,-0.8026431334380691
4519,SM_MPTA_112023_M9_L-alanine_003_39,L-alanine,0.0,0.0,,0,Salicylate,-1.143031494497833
4520,SM_MPTA_112023_M9_L-malate_001_43,L-malate,0.0,0.0,,0,Salicylate,-1.0197283624304274
4521,SM_MPTA_112023_31_L-malate-T6_M5_13,L-malate,6.0,0.2588140496960388,REL04,1,Salicylate,-0.8386923880201113
4522,SM_MPTA_112023_39_Galactose-T8_M3_3,Galactose,8.0,0.4312240363242068,REL03,1,Salicylate,-0.8900826559094913
4523,SM_MPTA_112023_83_Galactose-T18_M2_11,Galactose,18.0,8.140262892924916,REL02,4,Salicylate,1.11715090838753
4524,SM_MPTA_112023_107_L-alanine-T22_M10_35,L-alanine,22.0,4.314250397619318,REL08,4,Salicylate,1.945814948388418
4525,SM_MPTA_112023_82_Galactose-T18_M1_10,Galactose,18.0,7.65846961218036,REL01,4,Salicylate,1.8363344331622071
4526,SM_MPTA_112023_75_Galactose-T16_M3_9,Galactose,16.0,3.4179267393150816,REL03,3,Salicylate,-0.1082766996637348
4527,SM_MPTA_112023_M9_L-malate_003_45,L-malate,0.0,0.0,,0,Salicylate,-1.1649517559380536
4528,SM_MPTA_112023_60_L-malate-T12_M7_24,L-malate,12.0,2.385225810049673,REL06,4,Salicylate,1.6809208979024466
4529,SM_MPTA_112023_129_L-malate-T9_M7_18,L-malate,9.25,0.7606505791012634,REL06,2,Salicylate,-0.3355592399347397
4530,SM_MPTA_112023_90_L-alanine-T18_M11_33,L-alanine,18.0,1.7064401126297837,REL09,3,Salicylate,0.5072765991137068
4531,SM_MPTA_112023_106_L-alanine-T22_M9_34,L-alanine,22.0,4.508036095424472,REL07,4,Salicylate,1.2902308297680218
4532,SM_MPTA_112023_50_L-malate-T10_M6_17,L-malate,10.0,0.9785183455570544,REL05,2,Salicylate,0.2807176228503108
4533,SM_MPTA_112023_65_Galactose-T14_M2_8,Galactose,14.0,3.5031324525164917,REL02,3,Salicylate,0.2712255334378309
4534,SM_MPTA_112023_M9_Galactose_003_42,Galactose,0.0,0.0,,0,Salicylate,-0.8454046517360992
4535,SM_MPTA_112023_93_Galactose-T20_M3_12,Galactose,20.0,7.426058906659442,REL03,4,Salicylate,1.0524994116993496
4536,SM_MPTA_112023_80_L-alanine-T16_M10_29,L-alanine,16.0,1.099304187854922,REL08,2,Salicylate,-0.005846503138336
4537,SM_MPTA_112023_53_L-alanine-T10_M10_26,L-alanine,10.0,0.3217909293828691,REL08,1,Salicylate,-0.6986098675029625
4538,SM_MPTA_112023_54_L-alanine-T10_M11_27,L-alanine,10.0,0.296012098023468,REL09,1,Salicylate,-0.8790279083804042
4539,SM_MPTA_112023_M9_L-alanine_002_38,L-alanine,0.0,0.0,,0,Salicylate,-1.1444464070455898
4540,SM_MPTA_112023_81_L-alanine-T16_M11_30,L-alanine,16.0,1.1067118980156694,REL09,2,Salicylate,-0.0807564999449741
4541,SM_MPTA_112023_66_Galactose-T14_M3_6,Galactose,14.0,2.1848684507093163,REL03,2,Salicylate,-0.2133542277927205
4542,SM_MPTA_112023_143_L-malate-T13_M6_23,L-malate,13.0,2.7850460023716854,REL05,4,Salicylate,1.906873181940128
4543,SM_MPTA_112023_127_L-malate-T9_M5_16,L-malate,9.25,1.034068337324968,REL04,2,Salicylate,0.0756598497816221
4544,SM_MPTA_112023_51_L-malate-T10_M7_21,L-malate,10.0,1.0771807208731472,REL06,3,Salicylate,0.6306526671509839
4545,SM_MPTA_112023_49_L-malate-T10_M5_19,L-malate,10.0,1.4313031841181596,REL04,3,Sebacoyl-l-carnitine (c10-dc),0.0798691887894809
4546,SM_MPTA_112023_79_L-alanine-T16_M9_28,L-alanine,16.0,1.224938952181199,REL07,2,Sebacoyl-l-carnitine (c10-dc),0.7908514901615883
4547,SM_MPTA_112023_58_L-malate-T12_M5_22,L-malate,12.0,2.865121839561659,REL04,4,Sebacoyl-l-carnitine (c10-dc),0.1121093161813096
4548,SM_MPTA_112023_28_Galactose-T6_M1_1,Galactose,6.0,0.3027227371464714,REL01,1,Sebacoyl-l-carnitine (c10-dc),-0.8789490756810613
4549,SM_MPTA_112023_M9_Galactose_001_40,Galactose,0.0,0.0,,0,Sebacoyl-l-carnitine (c10-dc),-1.115974342403845
4550,SM_MPTA_112023_M9_L-alanine_001_37,L-alanine,0.0,0.0,,0,Sebacoyl-l-carnitine (c10-dc),-0.3267170642639147
4551,SM_MPTA_112023_M9_Galactose_002_41,Galactose,0.0,0.0,,0,Sebacoyl-l-carnitine (c10-dc),1.341723606328628
4552,SM_MPTA_112023_64_Galactose-T14_M1_7,Galactose,14.0,3.657264738592213,REL01,3,Sebacoyl-l-carnitine (c10-dc),1.6135914272815082
4553,SM_MPTA_112023_52_L-alanine-T10_M9_25,L-alanine,10.0,0.3182352285057104,REL07,1,Sebacoyl-l-carnitine (c10-dc),-1.2380245492898092
4554,SM_MPTA_112023_32_L-malate-T6_M6_14,L-malate,6.0,0.1847473940054876,REL05,1,Sebacoyl-l-carnitine (c10-dc),0.6900806293848177
4555,SM_MPTA_112023_55_Galactose-T12_M1_4,Galactose,12.0,2.122869171591218,REL01,2,Sebacoyl-l-carnitine (c10-dc),1.0070020860829243
4556,SM_MPTA_112023_29_Galactose-T6_M2_2,Galactose,6.0,0.3061863840245775,REL02,1,Sebacoyl-l-carnitine (c10-dc),-1.5041953999000712
4557,SM_MPTA_112023_108_L-alanine-T22_M11_36,L-alanine,22.0,3.9376424130469174,REL09,4,Sebacoyl-l-carnitine (c10-dc),0.425170138316539
4558,SM_MPTA_112023_134_L-malate-T11_M6_20,L-malate,11.0,1.4913949991123805,REL05,3,Sebacoyl-l-carnitine (c10-dc),1.6961029969062422
4559,SM_MPTA_112023_56_Galactose-T12_M2_5,Galactose,12.0,2.076109938736786,REL02,2,Sebacoyl-l-carnitine (c10-dc),-2.092162055224548
