Metabolite_Conc,Metabolite,Carbon_Source,Strain,Replicate,Timepoint
2740,Acetic acid,Pyruvate,Ecoli,2,48
1.88,Citric acid,Pyruvate,Ecoli,2,48
0.12,Valeric acid,Pyruvate,Ecoli,2,48
0,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,1,16
395,Pyruvic acid,Pyruvate,Enterobacter,1,16
0,Alanine,Pyruvate,Enterobacter,1,16
0,Asparagine,Pyruvate,Enterobacter,1,16
245,Acetic acid,Pyruvate,Enterobacter,1,16
0.173,Succinic acid,Pyruvate,Enterobacter,1,16
0,Valine,Pyruvate,Enterobacter,1,16
0,Propionic acid,Pyruvate,Enterobacter,1,16
0,Lactic acid,Pyruvate,Enterobacter,1,16
0.511,Serine,Pyruvate,Enterobacter,1,16
0,Valeric acid,Pyruvate,Enterobacter,1,16
0.114,Hippuric acid,Pyruvate,Enterobacter,1,16
0.144,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,1,16
0,Putrescine,Pyruvate,Enterobacter,1,16
0,Glycine,Pyruvate,Enterobacter,1,16
0.984,Citric acid,Pyruvate,Enterobacter,1,16
0,Acetyl-ornithine,Pyruvate,Enterobacter,1,16
0.272,Fumaric acid,Pyruvate,Enterobacter,1,16
0.0873,Methionine,Pyruvate,Enterobacter,1,16
0,Butyric acid,Pyruvate,Enterobacter,1,16
0,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,2,16
0,Valine,Pyruvate,Enterobacter,2,16
0,Butyric acid,Pyruvate,Enterobacter,2,16
0.227,Fumaric acid,Pyruvate,Enterobacter,2,16
367,Pyruvic acid,Pyruvate,Enterobacter,2,16
0.126,Succinic acid,Pyruvate,Enterobacter,2,16
0,Alanine,Pyruvate,Enterobacter,2,16
0,Asparagine,Pyruvate,Enterobacter,2,16
0.204,Serine,Pyruvate,Enterobacter,2,16
0,Acetyl-ornithine,Pyruvate,Enterobacter,2,16
2.17,Glycine,Pyruvate,Enterobacter,2,16
0,Propionic acid,Pyruvate,Enterobacter,2,16
0,Lactic acid,Pyruvate,Enterobacter,2,16
152,Acetic acid,Pyruvate,Enterobacter,2,16
0,Putrescine,Pyruvate,Enterobacter,2,16
0.138,Valeric acid,Pyruvate,Enterobacter,2,16
0.986,Citric acid,Pyruvate,Enterobacter,2,16
0.113,Methionine,Pyruvate,Enterobacter,2,16
0,Hippuric acid,Pyruvate,Enterobacter,2,16
0.16,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,2,16
2.04,Succinic acid,Pyruvate,Enterobacter,1,28
1.04,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,1,28
0,Glycine,Pyruvate,Enterobacter,1,28
2.51,Propionic acid,Pyruvate,Enterobacter,1,28
0.711,Butyric acid,Pyruvate,Enterobacter,1,28
0,Alanine,Pyruvate,Enterobacter,1,28
0,Valine,Pyruvate,Enterobacter,1,28
0.138,Hippuric acid,Pyruvate,Enterobacter,1,28
411,Pyruvic acid,Pyruvate,Enterobacter,1,28
0.545,Acetyl-ornithine,Pyruvate,Enterobacter,1,28
0,Serine,Pyruvate,Enterobacter,1,28
0.317,Fumaric acid,Pyruvate,Enterobacter,1,28
0,Asparagine,Pyruvate,Enterobacter,1,28
1.31,Citric acid,Pyruvate,Enterobacter,1,28
0.0842,Methionine,Pyruvate,Enterobacter,1,28
0,Putrescine,Pyruvate,Enterobacter,1,28
0,Valeric acid,Pyruvate,Enterobacter,1,28
2.26,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,1,28
229,Lactic acid,Pyruvate,Enterobacter,1,28
4040,Acetic acid,Pyruvate,Enterobacter,1,28
136,Lactic acid,Pyruvate,Enterobacter,2,28
1.78,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,2,28
1.58,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,2,28
0,Asparagine,Pyruvate,Enterobacter,2,28
0.404,Butyric acid,Pyruvate,Enterobacter,2,28
0.666,Propionic acid,Pyruvate,Enterobacter,2,28
1.88,Succinic acid,Pyruvate,Enterobacter,2,28
0,Valine,Pyruvate,Enterobacter,2,28
0,Serine,Pyruvate,Enterobacter,2,28
0,Valeric acid,Pyruvate,Enterobacter,2,28
400,Pyruvic acid,Pyruvate,Enterobacter,2,28
0.716,Acetyl-ornithine,Pyruvate,Enterobacter,2,28
0.128,Putrescine,Pyruvate,Enterobacter,2,28
0,Glycine,Pyruvate,Enterobacter,2,28
1.38,Citric acid,Pyruvate,Enterobacter,2,28
2890,Acetic acid,Pyruvate,Enterobacter,2,28
0,Alanine,Pyruvate,Enterobacter,2,28
0.351,Fumaric acid,Pyruvate,Enterobacter,2,28
0.173,Methionine,Pyruvate,Enterobacter,2,28
0.104,Hippuric acid,Pyruvate,Enterobacter,2,28
0,Valine,Pyruvate,Enterobacter,1,48
15.4,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,1,48
0.158,Fumaric acid,Pyruvate,Enterobacter,1,48
586,Lactic acid,Pyruvate,Enterobacter,1,48
0.166,Methionine,Pyruvate,Enterobacter,1,48
0.225,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,1,48
0.222,Succinic acid,Pyruvate,Enterobacter,1,48
0.665,Serine,Pyruvate,Enterobacter,1,48
0,Alanine,Pyruvate,Enterobacter,1,48
7.4,Propionic acid,Pyruvate,Enterobacter,1,48
1.47,Pyruvic acid,Pyruvate,Enterobacter,1,48
1.55,Butyric acid,Pyruvate,Enterobacter,1,48
6290,Acetic acid,Pyruvate,Enterobacter,1,48
0,Glycine,Pyruvate,Enterobacter,1,48
0.463,Asparagine,Pyruvate,Enterobacter,1,48
3.47,Citric acid,Pyruvate,Enterobacter,1,48
0,Putrescine,Pyruvate,Enterobacter,1,48
4.16,Acetyl-ornithine,Pyruvate,Enterobacter,1,48
0.274,Valeric acid,Pyruvate,Enterobacter,1,48
0.117,Hippuric acid,Pyruvate,Enterobacter,1,48
0,Alanine,Pyruvate,Enterobacter,2,48
0,Glycine,Pyruvate,Enterobacter,2,48
0,Putrescine,Pyruvate,Enterobacter,2,48
0,Valine,Pyruvate,Enterobacter,2,48
0.103,Methionine,Pyruvate,Enterobacter,2,48
3.75,Acetyl-ornithine,Pyruvate,Enterobacter,2,48
5.91,Propionic acid,Pyruvate,Enterobacter,2,48
0.197,Succinic acid,Pyruvate,Enterobacter,2,48
0.148,Fumaric acid,Pyruvate,Enterobacter,2,48
0.105,Hippuric acid,Pyruvate,Enterobacter,2,48
634,Lactic acid,Pyruvate,Enterobacter,2,48
1.35,Pyruvic acid,Pyruvate,Enterobacter,2,48
0.203,alpha-Ketoglutaric acid,Pyruvate,Enterobacter,2,48
1.67,Serine,Pyruvate,Enterobacter,2,48
0,Asparagine,Pyruvate,Enterobacter,2,48
1.09,Butyric acid,Pyruvate,Enterobacter,2,48
6250,Acetic acid,Pyruvate,Enterobacter,2,48
15,beta-Hydroxybutyric acid,Pyruvate,Enterobacter,2,48
0.224,Valeric acid,Pyruvate,Enterobacter,2,48
7.91,Citric acid,Pyruvate,Enterobacter,2,48
0,Alanine,Pyruvate,Pputida,1,16
0,Propionic acid,Pyruvate,Pputida,1,16
0.181,Succinic acid,Pyruvate,Pputida,1,16
0,Valine,Pyruvate,Pputida,1,16
1.36,Serine,Pyruvate,Pputida,1,16
412,Pyruvic acid,Pyruvate,Pputida,1,16
0,beta-Hydroxybutyric acid,Pyruvate,Pputida,1,16
0,Valeric acid,Pyruvate,Pputida,1,16
0,Glycine,Pyruvate,Pputida,1,16
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,1,16
0,Putrescine,Pyruvate,Pputida,1,16
0.218,Fumaric acid,Pyruvate,Pputida,1,16
0,Acetyl-ornithine,Pyruvate,Pputida,1,16
0,Lactic acid,Pyruvate,Pputida,1,16
0.134,Methionine,Pyruvate,Pputida,1,16
1.32,Citric acid,Pyruvate,Pputida,1,16
0,Hippuric acid,Pyruvate,Pputida,1,16
0,Butyric acid,Pyruvate,Pputida,1,16
0,Asparagine,Pyruvate,Pputida,1,16
0,Acetic acid,Pyruvate,Pputida,1,16
0,Valine,Pyruvate,Pputida,2,16
0,beta-Hydroxybutyric acid,Pyruvate,Pputida,2,16
0,Alanine,Pyruvate,Pputida,2,16
0,Propionic acid,Pyruvate,Pputida,2,16
0.0741,Succinic acid,Pyruvate,Pputida,2,16
0.365,Serine,Pyruvate,Pputida,2,16
0.157,Fumaric acid,Pyruvate,Pputida,2,16
0.0944,Putrescine,Pyruvate,Pputida,2,16
0.247,Asparagine,Pyruvate,Pputida,2,16
0,Lactic acid,Pyruvate,Pputida,2,16
0.063,Hippuric acid,Pyruvate,Pputida,2,16
0.255,Methionine,Pyruvate,Pputida,2,16
0,Glycine,Pyruvate,Pputida,2,16
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,2,16
0,Acetyl-ornithine,Pyruvate,Pputida,2,16
1.35,Citric acid,Pyruvate,Pputida,2,16
0,Butyric acid,Pyruvate,Pputida,2,16
0.171,Valeric acid,Pyruvate,Pputida,2,16
384,Pyruvic acid,Pyruvate,Pputida,2,16
0,Acetic acid,Pyruvate,Pputida,2,16
0,Asparagine,Pyruvate,Pputida,1,28
0,Alanine,Pyruvate,Pputida,1,28
0.592,Propionic acid,Pyruvate,Pputida,1,28
0,Serine,Pyruvate,Pputida,1,28
1.67,beta-Hydroxybutyric acid,Pyruvate,Pputida,1,28
0,Valine,Pyruvate,Pputida,1,28
1.67,Citric acid,Pyruvate,Pputida,1,28
0.548,Acetyl-ornithine,Pyruvate,Pputida,1,28
0.128,Methionine,Pyruvate,Pputida,1,28
0,Glycine,Pyruvate,Pputida,1,28
0.453,Butyric acid,Pyruvate,Pputida,1,28
0,Lactic acid,Pyruvate,Pputida,1,28
0.169,Fumaric acid,Pyruvate,Pputida,1,28
27.2,Acetic acid,Pyruvate,Pputida,1,28
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,1,28
0,Putrescine,Pyruvate,Pputida,1,28
0.126,Hippuric acid,Pyruvate,Pputida,1,28
0,Valeric acid,Pyruvate,Pputida,1,28
0.192,Succinic acid,Pyruvate,Pputida,1,28
409,Pyruvic acid,Pyruvate,Pputida,1,28
398,Pyruvic acid,Pyruvate,Pputida,2,28
0,Propionic acid,Pyruvate,Pputida,2,28
0,Alanine,Pyruvate,Pputida,2,28
1.74,Citric acid,Pyruvate,Pputida,2,28
2.22,Serine,Pyruvate,Pputida,2,28
1.9,beta-Hydroxybutyric acid,Pyruvate,Pputida,2,28
0,Valine,Pyruvate,Pputida,2,28
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,2,28
0,Putrescine,Pyruvate,Pputida,2,28
0,Glycine,Pyruvate,Pputida,2,28
1.3,Acetyl-ornithine,Pyruvate,Pputida,2,28
18.9,Acetic acid,Pyruvate,Pputida,2,28
0,Lactic acid,Pyruvate,Pputida,2,28
0.124,Fumaric acid,Pyruvate,Pputida,2,28
0.386,Butyric acid,Pyruvate,Pputida,2,28
0,Hippuric acid,Pyruvate,Pputida,2,28
0,Asparagine,Pyruvate,Pputida,2,28
0.18,Methionine,Pyruvate,Pputida,2,28
0,Valeric acid,Pyruvate,Pputida,2,28
0.106,Succinic acid,Pyruvate,Pputida,2,28
0,Valine,Pyruvate,Pputida,1,48
0.276,Succinic acid,Pyruvate,Pputida,1,48
2.44,beta-Hydroxybutyric acid,Pyruvate,Pputida,1,48
0,Alanine,Pyruvate,Pputida,1,48
0.118,Hippuric acid,Pyruvate,Pputida,1,48
1.37,Serine,Pyruvate,Pputida,1,48
0,Glycine,Pyruvate,Pputida,1,48
393,Pyruvic acid,Pyruvate,Pputida,1,48
0,Lactic acid,Pyruvate,Pputida,1,48
0.122,Fumaric acid,Pyruvate,Pputida,1,48
0,Putrescine,Pyruvate,Pputida,1,48
0.0678,Asparagine,Pyruvate,Pputida,1,48
30.8,Acetic acid,Pyruvate,Pputida,1,48
1.16,Propionic acid,Pyruvate,Pputida,1,48
0.24,Methionine,Pyruvate,Pputida,1,48
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,1,48
0.263,Valeric acid,Pyruvate,Pputida,1,48
2.97,Acetyl-ornithine,Pyruvate,Pputida,1,48
0.937,Butyric acid,Pyruvate,Pputida,1,48
4.76,Citric acid,Pyruvate,Pputida,1,48
0.815,Butyric acid,Pyruvate,Pputida,2,48
0,Serine,Pyruvate,Pputida,2,48
0,Alanine,Pyruvate,Pputida,2,48
0.154,Succinic acid,Pyruvate,Pputida,2,48
3.06,Acetyl-ornithine,Pyruvate,Pputida,2,48
1.9,beta-Hydroxybutyric acid,Pyruvate,Pputida,2,48
0,Valine,Pyruvate,Pputida,2,48
394,Pyruvic acid,Pyruvate,Pputida,2,48
4.66,Citric acid,Pyruvate,Pputida,2,48
0.143,Methionine,Pyruvate,Pputida,2,48
0,Glycine,Pyruvate,Pputida,2,48
0,Asparagine,Pyruvate,Pputida,2,48
0.652,Propionic acid,Pyruvate,Pputida,2,48
0,Valeric acid,Pyruvate,Pputida,2,48
0.0964,Fumaric acid,Pyruvate,Pputida,2,48
0,Hippuric acid,Pyruvate,Pputida,2,48
33.9,Acetic acid,Pyruvate,Pputida,2,48
0,Putrescine,Pyruvate,Pputida,2,48
0,Lactic acid,Pyruvate,Pputida,2,48
0,alpha-Ketoglutaric acid,Pyruvate,Pputida,2,48
1,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,1,16
397,Pyruvic acid,Pyruvate,Pseudomonas,1,16
0.22,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,1,16
0,Putrescine,Pyruvate,Pseudomonas,1,16
0,Valine,Pyruvate,Pseudomonas,1,16
0,Alanine,Pyruvate,Pseudomonas,1,16
0,Propionic acid,Pyruvate,Pseudomonas,1,16
0.131,Succinic acid,Pyruvate,Pseudomonas,1,16
0.174,Fumaric acid,Pyruvate,Pseudomonas,1,16
0.561,Serine,Pyruvate,Pseudomonas,1,16
0,Glycine,Pyruvate,Pseudomonas,1,16
0,Asparagine,Pyruvate,Pseudomonas,1,16
0,Butyric acid,Pyruvate,Pseudomonas,1,16
0.224,Acetyl-ornithine,Pyruvate,Pseudomonas,1,16
0.25,Methionine,Pyruvate,Pseudomonas,1,16
1.36,Citric acid,Pyruvate,Pseudomonas,1,16
0,Lactic acid,Pyruvate,Pseudomonas,1,16
0,Valeric acid,Pyruvate,Pseudomonas,1,16
0,Hippuric acid,Pyruvate,Pseudomonas,1,16
0,Acetic acid,Pyruvate,Pseudomonas,1,16
0.423,Serine,Pyruvate,Pseudomonas,2,16
0,Lactic acid,Pyruvate,Pseudomonas,2,16
0,Alanine,Pyruvate,Pseudomonas,2,16
0.0378,Succinic acid,Pyruvate,Pseudomonas,2,16
0.14,Fumaric acid,Pyruvate,Pseudomonas,2,16
377,Pyruvic acid,Pyruvate,Pseudomonas,2,16
0.212,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,2,16
0,Glycine,Pyruvate,Pseudomonas,2,16
0.268,Acetyl-ornithine,Pyruvate,Pseudomonas,2,16
0,Asparagine,Pyruvate,Pseudomonas,2,16
0,Butyric acid,Pyruvate,Pseudomonas,2,16
2.49,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,2,16
0,Propionic acid,Pyruvate,Pseudomonas,2,16
0,Valine,Pyruvate,Pseudomonas,2,16
1.36,Citric acid,Pyruvate,Pseudomonas,2,16
0.062,Hippuric acid,Pyruvate,Pseudomonas,2,16
0,Acetic acid,Pyruvate,Pseudomonas,2,16
0.162,Putrescine,Pyruvate,Pseudomonas,2,16
0.231,Methionine,Pyruvate,Pseudomonas,2,16
0,Valeric acid,Pyruvate,Pseudomonas,2,16
0,Valine,Pyruvate,Pseudomonas,1,28
6.26,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,1,28
0.16,Methionine,Pyruvate,Pseudomonas,1,28
0,Serine,Pyruvate,Pseudomonas,1,28
31.4,Acetic acid,Pyruvate,Pseudomonas,1,28
0.196,Succinic acid,Pyruvate,Pseudomonas,1,28
0,Lactic acid,Pyruvate,Pseudomonas,1,28
0.469,Butyric acid,Pyruvate,Pseudomonas,1,28
411,Pyruvic acid,Pyruvate,Pseudomonas,1,28
0.294,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,1,28
0.125,Fumaric acid,Pyruvate,Pseudomonas,1,28
0,Valeric acid,Pyruvate,Pseudomonas,1,28
0.409,Asparagine,Pyruvate,Pseudomonas,1,28
2.22,Citric acid,Pyruvate,Pseudomonas,1,28
0,Glycine,Pyruvate,Pseudomonas,1,28
0.904,Acetyl-ornithine,Pyruvate,Pseudomonas,1,28
0,Alanine,Pyruvate,Pseudomonas,1,28
0.663,Propionic acid,Pyruvate,Pseudomonas,1,28
0,Putrescine,Pyruvate,Pseudomonas,1,28
0.101,Hippuric acid,Pyruvate,Pseudomonas,1,28
0,Valine,Pyruvate,Pseudomonas,2,28
0,Alanine,Pyruvate,Pseudomonas,2,28
15.2,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,2,28
0.715,Serine,Pyruvate,Pseudomonas,2,28
402,Pyruvic acid,Pyruvate,Pseudomonas,2,28
0.4,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,2,28
0,Putrescine,Pyruvate,Pseudomonas,2,28
0,Lactic acid,Pyruvate,Pseudomonas,2,28
0,Glycine,Pyruvate,Pseudomonas,2,28
6.14,Acetic acid,Pyruvate,Pseudomonas,2,28
0.16,Succinic acid,Pyruvate,Pseudomonas,2,28
0.188,Butyric acid,Pyruvate,Pseudomonas,2,28
0.11,Fumaric acid,Pyruvate,Pseudomonas,2,28
0.123,Hippuric acid,Pyruvate,Pseudomonas,2,28
0,Propionic acid,Pyruvate,Pseudomonas,2,28
1.45,Acetyl-ornithine,Pyruvate,Pseudomonas,2,28
0.103,Methionine,Pyruvate,Pseudomonas,2,28
0,Valeric acid,Pyruvate,Pseudomonas,2,28
0,Asparagine,Pyruvate,Pseudomonas,2,28
3.07,Citric acid,Pyruvate,Pseudomonas,2,28
0.408,Serine,Pyruvate,Pseudomonas,1,48
423,Pyruvic acid,Pyruvate,Pseudomonas,1,48
0,Lactic acid,Pyruvate,Pseudomonas,1,48
0,Alanine,Pyruvate,Pseudomonas,1,48
0.372,Succinic acid,Pyruvate,Pseudomonas,1,48
5.48,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,1,48
1.66,Acetyl-ornithine,Pyruvate,Pseudomonas,1,48
0.33,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,1,48
0.123,Fumaric acid,Pyruvate,Pseudomonas,1,48
0,Propionic acid,Pyruvate,Pseudomonas,1,48
0.415,Valeric acid,Pyruvate,Pseudomonas,1,48
0.502,Butyric acid,Pyruvate,Pseudomonas,1,48
0,Asparagine,Pyruvate,Pseudomonas,1,48
0,Valine,Pyruvate,Pseudomonas,1,48
0,Hippuric acid,Pyruvate,Pseudomonas,1,48
8.84,Acetic acid,Pyruvate,Pseudomonas,1,48
0.096,Methionine,Pyruvate,Pseudomonas,1,48
0,Glycine,Pyruvate,Pseudomonas,1,48
3.92,Citric acid,Pyruvate,Pseudomonas,1,48
0,Putrescine,Pyruvate,Pseudomonas,1,48
0.511,Succinic acid,Pyruvate,Pseudomonas,2,48
0,Valine,Pyruvate,Pseudomonas,2,48
0,Asparagine,Pyruvate,Pseudomonas,2,48
1.22,Butyric acid,Pyruvate,Pseudomonas,2,48
0,Glycine,Pyruvate,Pseudomonas,2,48
0,Alanine,Pyruvate,Pseudomonas,2,48
27.9,beta-Hydroxybutyric acid,Pyruvate,Pseudomonas,2,48
0,Lactic acid,Pyruvate,Pseudomonas,2,48
1.24,Serine,Pyruvate,Pseudomonas,2,48
43,Acetic acid,Pyruvate,Pseudomonas,2,48
0.0672,Methionine,Pyruvate,Pseudomonas,2,48
0.329,alpha-Ketoglutaric acid,Pyruvate,Pseudomonas,2,48
4.14,Acetyl-ornithine,Pyruvate,Pseudomonas,2,48
0,Hippuric acid,Pyruvate,Pseudomonas,2,48
11.3,Citric acid,Pyruvate,Pseudomonas,2,48
382,Pyruvic acid,Pyruvate,Pseudomonas,2,48
1.25,Fumaric acid,Pyruvate,Pseudomonas,2,48
1.46,Propionic acid,Pyruvate,Pseudomonas,2,48
0,Putrescine,Pyruvate,Pseudomonas,2,48
0.107,Valeric acid,Pyruvate,Pseudomonas,2,48
0,Valine,Succinate,Pputida,1,28
13.8,Propionic acid,Succinate,Pputida,1,28
0,Pyruvic acid,Succinate,Pputida,1,28
1.1,Acetyl-ornithine,Succinate,Pputida,1,28
0,Alanine,Succinate,Pputida,1,28
0,Asparagine,Succinate,Pputida,1,28
5.65,Butyric acid,Succinate,Pputida,1,28
0,Serine,Succinate,Pputida,1,28
0,Glycine,Succinate,Pputida,1,28
1.43,Valeric acid,Succinate,Pputida,1,28
0.156,Succinic acid,Succinate,Pputida,1,28
0.213,Methionine,Succinate,Pputida,1,28
0.851,beta-Hydroxybutyric acid,Succinate,Pputida,1,28
0.323,Hippuric acid,Succinate,Pputida,1,28
5.38,Citric acid,Succinate,Pputida,1,28
0,alpha-Ketoglutaric acid,Succinate,Pputida,1,28
0,Lactic acid,Succinate,Pputida,1,28
0.251,Fumaric acid,Succinate,Pputida,1,28
182,Acetic acid,Succinate,Pputida,1,28
0,Putrescine,Succinate,Pputida,1,28
0,Asparagine,Succinate,Pputida,2,28
0,Serine,Succinate,Pputida,2,28
16,Propionic acid,Succinate,Pputida,2,28
1840,Succinic acid,Succinate,Pputida,2,28
0,Valine,Succinate,Pputida,2,28
0,Putrescine,Succinate,Pputida,2,28
0,Glycine,Succinate,Pputida,2,28
1.96,Pyruvic acid,Succinate,Pputida,2,28
0,alpha-Ketoglutaric acid,Succinate,Pputida,2,28
0,Alanine,Succinate,Pputida,2,28
1.1,beta-Hydroxybutyric acid,Succinate,Pputida,2,28
7.22,Citric acid,Succinate,Pputida,2,28
0,Lactic acid,Succinate,Pputida,2,28
0.182,Methionine,Succinate,Pputida,2,28
1.39,Valeric acid,Succinate,Pputida,2,28
0.475,Hippuric acid,Succinate,Pputida,2,28
6.79,Butyric acid,Succinate,Pputida,2,28
1.64,Acetyl-ornithine,Succinate,Pputida,2,28
210,Acetic acid,Succinate,Pputida,2,28
9.49,Fumaric acid,Succinate,Pputida,2,28
0,Valine,Succinate,Pputida,1,48
0,Lactic acid,Succinate,Pputida,1,48
0.872,beta-Hydroxybutyric acid,Succinate,Pputida,1,48
0,alpha-Ketoglutaric acid,Succinate,Pputida,1,48
0,Serine,Succinate,Pputida,1,48
162,Acetic acid,Succinate,Pputida,1,48
0,Asparagine,Succinate,Pputida,1,48
6.69,Butyric acid,Succinate,Pputida,1,48
0,Glycine,Succinate,Pputida,1,48
0,Alanine,Succinate,Pputida,1,48
376,Succinic acid,Succinate,Pputida,1,48
17,Propionic acid,Succinate,Pputida,1,48
1.98,Fumaric acid,Succinate,Pputida,1,48
1.56,Valeric acid,Succinate,Pputida,1,48
0,Pyruvic acid,Succinate,Pputida,1,48
0,Putrescine,Succinate,Pputida,1,48
1.58,Acetyl-ornithine,Succinate,Pputida,1,48
4.16,Citric acid,Succinate,Pputida,1,48
0.125,Methionine,Succinate,Pputida,1,48
0.504,Hippuric acid,Succinate,Pputida,1,48
0,Pyruvic acid,Succinate,Pputida,2,48
0,Valine,Succinate,Pputida,2,48
0,Alanine,Succinate,Pputida,2,48
0.561,beta-Hydroxybutyric acid,Succinate,Pputida,2,48
0,Lactic acid,Succinate,Pputida,2,48
0.66,Serine,Succinate,Pputida,2,48
0,Glycine,Succinate,Pputida,2,48
0,alpha-Ketoglutaric acid,Succinate,Pputida,2,48
2.15,Acetyl-ornithine,Succinate,Pputida,2,48
0.397,Fumaric acid,Succinate,Pputida,2,48
244,Acetic acid,Succinate,Pputida,2,48
0.588,Succinic acid,Succinate,Pputida,2,48
7.01,Butyric acid,Succinate,Pputida,2,48
0,Putrescine,Succinate,Pputida,2,48
0.376,Hippuric acid,Succinate,Pputida,2,48
0,Asparagine,Succinate,Pputida,2,48
17.6,Propionic acid,Succinate,Pputida,2,48
0.193,Methionine,Succinate,Pputida,2,48
1.63,Valeric acid,Succinate,Pputida,2,48
1.19,Citric acid,Succinate,Pputida,2,48
0,Valine,Succinate,Pseudomonas,1,28
0.664,Serine,Succinate,Pseudomonas,1,28
0,Glycine,Succinate,Pseudomonas,1,28
0,Asparagine,Succinate,Pseudomonas,1,28
5.75,Butyric acid,Succinate,Pseudomonas,1,28
0,Alanine,Succinate,Pseudomonas,1,28
12.4,Fumaric acid,Succinate,Pseudomonas,1,28
140,Acetic acid,Succinate,Pseudomonas,1,28
0.83,beta-Hydroxybutyric acid,Succinate,Pseudomonas,1,28
0,Putrescine,Succinate,Pseudomonas,1,28
0.748,Acetyl-ornithine,Succinate,Pseudomonas,1,28
0.443,Hippuric acid,Succinate,Pseudomonas,1,28
4.89,Citric acid,Succinate,Pseudomonas,1,28
0.212,Methionine,Succinate,Pseudomonas,1,28
0,Lactic acid,Succinate,Pseudomonas,1,28
14.6,Propionic acid,Succinate,Pseudomonas,1,28
3480,Succinic acid,Succinate,Pseudomonas,1,28
0.41,alpha-Ketoglutaric acid,Succinate,Pseudomonas,1,28
1.24,Valeric acid,Succinate,Pseudomonas,1,28
7.05,Pyruvic acid,Succinate,Pseudomonas,1,28
0.312,Serine,Succinate,Pseudomonas,2,28
0,Alanine,Succinate,Pseudomonas,2,28
1.48,alpha-Ketoglutaric acid,Succinate,Pseudomonas,2,28
0,Valine,Succinate,Pseudomonas,2,28
10.1,Pyruvic acid,Succinate,Pseudomonas,2,28
16.8,Propionic acid,Succinate,Pseudomonas,2,28
0.6,beta-Hydroxybutyric acid,Succinate,Pseudomonas,2,28
0,Glycine,Succinate,Pseudomonas,2,28
198,Acetic acid,Succinate,Pseudomonas,2,28
0,Asparagine,Succinate,Pseudomonas,2,28
12.1,Fumaric acid,Succinate,Pseudomonas,2,28
0.289,Acetyl-ornithine,Succinate,Pseudomonas,2,28
0.448,Hippuric acid,Succinate,Pseudomonas,2,28
1.52,Valeric acid,Succinate,Pseudomonas,2,28
0,Putrescine,Succinate,Pseudomonas,2,28
0,Lactic acid,Succinate,Pseudomonas,2,28
0.241,Methionine,Succinate,Pseudomonas,2,28
4420,Succinic acid,Succinate,Pseudomonas,2,28
6.66,Butyric acid,Succinate,Pseudomonas,2,28
2.56,Citric acid,Succinate,Pseudomonas,2,28
0,Pyruvic acid,Succinate,Pseudomonas,1,48
0,Asparagine,Succinate,Pseudomonas,1,48
7.06,Butyric acid,Succinate,Pseudomonas,1,48
0,Serine,Succinate,Pseudomonas,1,48
0,Alanine,Succinate,Pseudomonas,1,48
1680,Succinic acid,Succinate,Pseudomonas,1,48
0,Lactic acid,Succinate,Pseudomonas,1,48
0,Valine,Succinate,Pseudomonas,1,48
10.5,Fumaric acid,Succinate,Pseudomonas,1,48
0.439,alpha-Ketoglutaric acid,Succinate,Pseudomonas,1,48
1.15,beta-Hydroxybutyric acid,Succinate,Pseudomonas,1,48
1.38,Valeric acid,Succinate,Pseudomonas,1,48
150,Acetic acid,Succinate,Pseudomonas,1,48
0,Glycine,Succinate,Pseudomonas,1,48
0,Putrescine,Succinate,Pseudomonas,1,48
1.25,Acetyl-ornithine,Succinate,Pseudomonas,1,48
0.0587,Methionine,Succinate,Pseudomonas,1,48
14.9,Propionic acid,Succinate,Pseudomonas,1,48
11,Citric acid,Succinate,Pseudomonas,1,48
0.511,Hippuric acid,Succinate,Pseudomonas,1,48
0,Valine,Succinate,Pseudomonas,2,48
2780,Succinic acid,Succinate,Pseudomonas,2,48
0.545,beta-Hydroxybutyric acid,Succinate,Pseudomonas,2,48
0,Glycine,Succinate,Pseudomonas,2,48
