,Metabolite name,Metabolite id,Mass,Charge,Phosphate,Topological Polar Surface Area,log P,Metabolite class,Pathway,Average carbon oxidation,Leakage (mM/gDW/h),Time,Glucose,Predicted growth rate,Shadow price,Turnover,Uptake (mM/gDW/h),log10(leakage),log10(-Shadow price),log10(Turnover)
11,Citrate,cit,189.0997,-3,0,141,0.2,Organic acid,TCA,1,0,12,-0.003765227,0.639583336,,,4.752517673,#NAME?,,
12,Cis-aconitate,acon_C,171.08442,-3,0,112,-1,Organic acid,TCA,1,0,12,-0.003765227,0.639583336,,,0.491585492,#NAME?,,
13,Isocitrate,icit,189.0997,-3,0,132,-1.8,Organic acid,TCA,1,0,12,-0.003765227,0.639583336,,,1.450281053,#NAME?,,
14,alpha-Ketoglutarate,akg,144.08226,-2,0,91.7,-0.9,Other,TCA,0.8,9.675115048,12,-0.003765227,0.639583336,-0.014295003,15.07730551,0,0.985656138,-1.844815744,1.178323735
15,Fumarate,fum,114.05628,-2,0,80.3,-0.041,Organic acid,TCA,1,0,12,-0.003765227,0.639583336,,,0.365865116,#NAME?,,
16,Alanine,ala__L,89.09318,0,0,63.3,-3,Amino acid,Amino acid,-1,0,12,-0.003765227,0.639583336,,,0.006670794,#NAME?,,
17,Valine,val__L,117.14634,0,0,63.3,-2.3,Amino acid,Amino acid,-1.4,1.391800031,12,-0.003765227,0.639583336,-0.090458952,0.270647364,0,0.143576842,-1.043548449,-0.567596199
18,Aspartate,asp__L,132.09474,-1,0,101,-2.8,Amino acid,Amino acid,0.25,0,12,-0.003765227,0.639583336,,,0.100778767,#NAME?,,
19,Homoserine,hom__L,119.11916,0,0,83.6,-4.4,Amino acid,Amino acid,-0.75,0.007516565,12,-0.003765227,0.639583336,-0.028440511,1.510500767,0,-2.123980574,-1.546062607,0.17912095
20,Threonine,thr__L,119.11916,0,0,83.6,-2.9,Amino acid,Amino acid,-0.75,0.033603112,12,-0.003765227,0.639583336,-0.038169634,1.412061856,0,-1.473620499,-1.418282007,0.149853722
21,Methionine,met__L,149.21134,0,0,88.6,-1.9,Amino acid,Amino acid,-1.4,0.000321423,12,-0.003765227,0.639583336,-0.276721052,0.09886935,0,-3.492922508,-0.557957799,-1.004938319
22,Tryptophane,trp__L,204.22518,0,0,79.1,-1.1,Amino acid,Amino acid,-0.181818182,0.002010216,12,-0.003765227,0.639583336,-0.225587999,0.036355836,0,-2.696757354,-0.646684007,-1.439425869
23,Tyrosine,tyr__L,181.18854,0,0,83.6,-2.3,Amino acid,Amino acid,-0.555555556,1.892300432,12,-0.003765227,0.639583336,-0.071477009,0.088338611,0,0.276990088,-1.145833631,-1.053849435
24,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.185351092,12,-0.003765227,0.639583336,-0.071793876,0.118492407,0,-0.732004851,-1.143912601,-0.926309479
25,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.185351092,12,-0.003765227,0.639583336,-0.071793876,0.118492407,0,-0.732004851,-1.143912601,-0.926309479
26,Glutamate,glu__L,146.12132,-1,0,101,-3.7,Amino acid,Amino acid,-0.2,0.1312942,12,-0.003765227,0.639583336,-0.017405091,5.791752095,0,-0.881754458,-1.759323701,0.762809964
27,Proline,pro__L,115.13046,0,0,49.3,-2.5,Amino acid,Amino acid,-1,0.002497867,12,-0.003765227,0.639583336,-0.029495288,0.141383094,0,-2.602430695,-1.530247354,-0.849602518
28,Serine,ser__L,105.09258,0,0,83.6,-3.1,Amino acid,Amino acid,-0.333333333,0.012907968,12,-0.003765227,0.639583336,-0.053299883,0.38547176,0,-1.88914213,-1.273273744,-0.414007433
29,Glycine,gly,75.0666,0,0,63.3,-3.2,Amino acid,Amino acid,-0.5,0.022300633,12,-0.003765227,0.639583336,-0.041330291,1.067319402,0,-1.651682818,-1.383731533,0.028294404
30,Arginine,arg__L,175.2089,1,0,128,-4.2,Amino acid,Amino acid,0.333333333,0,12,-0.003765227,0.639583336,,,0.126436397,#NAME?,,
31,Histidine,his__L,155.15456,0,0,92,-3.2,Amino acid,Amino acid,0.666666667,0,12,-0.003765227,0.639583336,,,0.048607023,#NAME?,,
32,Acetate,ac,59.04402,-1,0,40.1,0.4,Organic acid,Other,0,0,12,-0.003765227,0.639583336,,,243.594143,#NAME?,,
33,Orotate,orot,155.08832,-1,0,98.3,-0.8,Organic acid,Pyrimidine metabolism,2,1.091765812,12,-0.003765227,0.639583336,-0.017145742,0.21157097,0,0.03812949,-1.765843714,-0.674543924
34,Uracil,ura,112.08676,0,0,58.2,-1.1,Other,Pyrimidine metabolism,1.5,44.14133754,12,-0.003765227,0.639583336,-0.045771518,0,0,1.644845489,-1.339404685,#NAME?
