,Sample_ID,USER CODE,Carbon source,Timepoint-tag,Metabolite,Concentration,Hours,Timepoint,M
950,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,PYRUVATE,,14,2,M3
951,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,PYRUVATE,7.10932314715738,14,3,M1
952,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,PYRUVATE,3.6695155961123804,14,3,M2
953,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,PYRUVATE,,16,3,M3
954,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,PYRUVATE,2.73145081812962,18,4,M1
955,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,PYRUVATE,3.4060554752997803,18,4,M2
956,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,PYRUVATE,,20,4,M3
957,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,PYRUVATE,105.19999229425659,6,1,M5
958,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,PYRUVATE,64.1434289765744,6,1,M6
959,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,PYRUVATE,69.70350488572879,6,1,M7
960,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,PYRUVATE,140.5286823980336,9,2,M5
961,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,PYRUVATE,282.886532851602,10,2,M6
962,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,PYRUVATE,110.9691541233738,9,2,M7
963,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,PYRUVATE,58.4570074692914,10,3,M5
964,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,PYRUVATE,252.98573060998802,11,3,M6
965,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,PYRUVATE,93.659412252629,10,3,M7
966,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,PYRUVATE,,12,4,M5
967,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,PYRUVATE,,13,4,M6
968,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,PYRUVATE,1.7922505386036,12,4,M7
969,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,PYRUVATE,2.06690681502498,10,1,M9
970,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,PYRUVATE,,10,1,M10
971,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,PYRUVATE,,10,1,M11
972,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,PYRUVATE,2.3293148628974203,16,2,M9
973,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,PYRUVATE,,16,2,M10
974,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,PYRUVATE,,16,2,M11
975,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,PYRUVATE,,18,3,M9
976,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,PYRUVATE,,18,3,M10
977,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,PYRUVATE,,18,3,M11
978,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,PYRUVATE,,22,4,M9
979,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,PYRUVATE,,22,4,M10
980,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,PYRUVATE,,22,4,M11
981,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,PYRUVATE,,0,0,Alanine_001
982,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,PYRUVATE,,0,0,Alanine_002
983,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,PYRUVATE,,0,0,Alanine_003
984,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,PYRUVATE,,0,0,Galactose_001
985,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,PYRUVATE,,0,0,Galactose_002
986,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,PYRUVATE,,0,0,Galactose_003
987,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,PYRUVATE,,0,0,malate_001
988,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,PYRUVATE,,0,0,malate_002
989,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,PYRUVATE,,0,0,malate_003
990,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,LACTATE,1.3566382152838279,6,1,M1
991,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,LACTATE,,6,1,M2
992,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,LACTATE,1.360412020225658,8,1,M3
993,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,LACTATE,1.5829951314668,12,2,M1
994,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,LACTATE,0.246750421492216,12,2,M2
995,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,LACTATE,1.150604028997728,14,2,M3
996,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,LACTATE,,14,3,M1
997,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,LACTATE,1.092390716400452,14,3,M2
998,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,LACTATE,0.626481071867266,16,3,M3
999,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,LACTATE,1.0210471597153439,18,4,M1
1000,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,LACTATE,2.61369940881184,18,4,M2
1001,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,LACTATE,,20,4,M3
1002,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,LACTATE,,6,1,M5
1003,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,LACTATE,1.026115462619084,6,1,M6
1004,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,LACTATE,,6,1,M7
1005,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,LACTATE,,9,2,M5
1006,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,LACTATE,,10,2,M6
1007,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,LACTATE,,9,2,M7
1008,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,LACTATE,1.118748222063428,10,3,M5
1009,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,LACTATE,1.2381406937955861,11,3,M6
1010,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,LACTATE,1.042649984737164,10,3,M7
1011,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,LACTATE,2.76856658095788,12,4,M5
1012,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,LACTATE,1.38393647657902,13,4,M6
1013,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,LACTATE,0.975276359089422,12,4,M7
1014,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,LACTATE,0.21290478643343,10,1,M9
1015,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,LACTATE,1.504138419959482,10,1,M10
1016,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,LACTATE,0.966697009100098,10,1,M11
1017,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,LACTATE,,16,2,M9
1018,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,LACTATE,1.084481394307966,16,2,M10
1019,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,LACTATE,0.8917575424923241,16,2,M11
1020,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,LACTATE,1.954987519841342,18,3,M9
1021,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,LACTATE,1.3150818040246859,18,3,M10
1022,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,LACTATE,0.9135331681951561,18,3,M11
1023,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,LACTATE,4.63141987713086,22,4,M9
1024,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,LACTATE,6.1403085898434195,22,4,M10
1025,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,LACTATE,1.226187977913634,22,4,M11
1026,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,LACTATE,,0,0,Alanine_001
1027,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,LACTATE,0.793952923942322,0,0,Alanine_002
1028,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,LACTATE,,0,0,Alanine_003
1029,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,LACTATE,2.8158511407096998,0,0,Galactose_001
1030,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,LACTATE,4.28256049721306,0,0,Galactose_002
1031,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,LACTATE,1.505909609373896,0,0,Galactose_003
1032,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,LACTATE,18.17357315135822,0,0,malate_001
1033,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,LACTATE,9.96804289523298,0,0,malate_002
1034,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,LACTATE,11.47328724716878,0,0,malate_003
1035,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,HEXOSES including Glucose and Fructose,46499.6584742532,6,1,M1
1036,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,HEXOSES including Glucose and Fructose,40184.0471606964,6,1,M2
1037,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,HEXOSES including Glucose and Fructose,32026.7834553144,8,1,M3
1038,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,HEXOSES including Glucose and Fructose,31395.5486753418,12,2,M1
1039,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,HEXOSES including Glucose and Fructose,21448.766387693402,12,2,M2
1040,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,HEXOSES including Glucose and Fructose,26854.2414464846,14,2,M3
1041,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,HEXOSES including Glucose and Fructose,13922.624752537802,14,3,M1
1042,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,HEXOSES including Glucose and Fructose,11987.60896708202,14,3,M2
1043,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,HEXOSES including Glucose and Fructose,14764.10857886062,16,3,M3
1044,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,HEXOSES including Glucose and Fructose,3447.8450804294,18,4,M1
1045,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,HEXOSES including Glucose and Fructose,6699.08182120806,18,4,M2
1046,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,HEXOSES including Glucose and Fructose,8668.60655231628,20,4,M3
1047,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,HEXOSES including Glucose and Fructose,,6,1,M5
1048,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,HEXOSES including Glucose and Fructose,,6,1,M6
1049,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,HEXOSES including Glucose and Fructose,,6,1,M7
1050,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,HEXOSES including Glucose and Fructose,,9,2,M5
1051,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,HEXOSES including Glucose and Fructose,,10,2,M6
1052,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,HEXOSES including Glucose and Fructose,,9,2,M7
1053,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,HEXOSES including Glucose and Fructose,,10,3,M5
1054,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,HEXOSES including Glucose and Fructose,,11,3,M6
1055,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,HEXOSES including Glucose and Fructose,,10,3,M7
1056,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,HEXOSES including Glucose and Fructose,,12,4,M5
1057,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,HEXOSES including Glucose and Fructose,,13,4,M6
1058,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,HEXOSES including Glucose and Fructose,,12,4,M7
1059,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,HEXOSES including Glucose and Fructose,,10,1,M9
1060,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,HEXOSES including Glucose and Fructose,,10,1,M10
1061,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,HEXOSES including Glucose and Fructose,,10,1,M11
1062,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,HEXOSES including Glucose and Fructose,,16,2,M9
1063,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,HEXOSES including Glucose and Fructose,,16,2,M10
1064,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,HEXOSES including Glucose and Fructose,,16,2,M11
1065,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,HEXOSES including Glucose and Fructose,,18,3,M9
1066,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,HEXOSES including Glucose and Fructose,,18,3,M10
1067,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,HEXOSES including Glucose and Fructose,12.77143201087774,18,3,M11
1068,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,HEXOSES including Glucose and Fructose,,22,4,M9
1069,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,HEXOSES including Glucose and Fructose,,22,4,M10
1070,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,HEXOSES including Glucose and Fructose,,22,4,M11
1071,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,HEXOSES including Glucose and Fructose,,0,0,Alanine_001
1072,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,HEXOSES including Glucose and Fructose,,0,0,Alanine_002
1073,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,HEXOSES including Glucose and Fructose,,0,0,Alanine_003
1074,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,HEXOSES including Glucose and Fructose,33715.1811787318,0,0,Galactose_001
1075,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,HEXOSES including Glucose and Fructose,37352.790874473,0,0,Galactose_002
1076,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,HEXOSES including Glucose and Fructose,40693.206409567196,0,0,Galactose_003
1077,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,HEXOSES including Glucose and Fructose,,0,0,malate_001
1078,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,HEXOSES including Glucose and Fructose,,0,0,malate_002
1079,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,HEXOSES including Glucose and Fructose,,0,0,malate_003
1080,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,NAD,0.0290744109239346,6,1,M1
1081,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,NAD,,6,1,M2
1082,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,NAD,0.0425221904791748,8,1,M3
1083,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,NAD,,12,2,M1
1084,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,NAD,0.0314436091493212,12,2,M2
1085,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,NAD,0.042294365662498404,14,2,M3
1086,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,NAD,0.09425730046242539,14,3,M1
1087,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,NAD,0.0299093374631062,14,3,M2
1088,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,NAD,0.025661073105618798,16,3,M3
1089,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,NAD,0.039853448357090995,18,4,M1
1090,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,NAD,,18,4,M2
1091,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,NAD,,20,4,M3
1092,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,NAD,,6,1,M5
1093,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,NAD,0.053547593299386,6,1,M6
1094,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,NAD,,6,1,M7
1095,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,NAD,0.0543719326852216,9,2,M5
1096,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,NAD,0.0251638233885898,10,2,M6
1097,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,NAD,0.05106390943910279,9,2,M7
1098,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,NAD,0.054508070795432795,10,3,M5
1099,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,NAD,,11,3,M6
1100,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,NAD,0.0449691006372158,10,3,M7
1101,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,NAD,0.036750159874694,12,4,M5
1102,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,NAD,,13,4,M6
1103,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,NAD,,12,4,M7
1104,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,NAD,0.0375370288754854,10,1,M9
1105,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,NAD,0.0466984528165966,10,1,M10
1106,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,NAD,0.035458839634113996,10,1,M11
1107,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,NAD,0.08007048472972719,16,2,M9
1108,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,NAD,,16,2,M10
1109,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,NAD,0.081125166170275,16,2,M11
1110,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,NAD,0.0436397745855204,18,3,M9
1111,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,NAD,,18,3,M10
1112,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,NAD,0.061698838606567594,18,3,M11
1113,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,NAD,0.10633513923712881,22,4,M9
1114,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,NAD,,22,4,M10
1115,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,NAD,0.0363850749084636,22,4,M11
1116,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,NAD,,0,0,Alanine_001
1117,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,NAD,,0,0,Alanine_002
1118,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,NAD,,0,0,Alanine_003
1119,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,NAD,,0,0,Galactose_001
1120,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,NAD,,0,0,Galactose_002
1121,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,NAD,,0,0,Galactose_003
1122,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,NAD,,0,0,malate_001
1123,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,NAD,,0,0,malate_002
1124,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,NAD,,0,0,malate_003
1125,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,GLUTARATE,,6,1,M1
1126,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,GLUTARATE,,6,1,M2
1127,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,GLUTARATE,,8,1,M3
1128,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,GLUTARATE,,12,2,M1
1129,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,GLUTARATE,,12,2,M2
1130,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,GLUTARATE,,14,2,M3
1131,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,GLUTARATE,,14,3,M1
1132,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,GLUTARATE,,14,3,M2
1133,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,GLUTARATE,,16,3,M3
1134,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,GLUTARATE,,18,4,M1
1135,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,GLUTARATE,,18,4,M2
1136,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,GLUTARATE,,20,4,M3
1137,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,GLUTARATE,4.27791018035556,6,1,M5
1138,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,GLUTARATE,3.43903976686578,6,1,M6
1139,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,GLUTARATE,4.26866802482666,6,1,M7
1140,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,GLUTARATE,3.68276410722198,9,2,M5
1141,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,GLUTARATE,3.77222586723422,10,2,M6
