,Strain #,Tube #,Parallel,Tube,Strain,Medium,Batch,Hours,OD,Timepoint,Batch-Tube
1222,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,2,15,1.56,T8,2-0B
1223,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,2,15,1.585,T8,2-0C
1224,22,8,A,8A,setA,M9 20 mM glucose pH 7.4,2,15,1.559,T8,2-8A
1225,22,8,B,8B,setA,M9 20 mM glucose pH 7.4,2,15,1.57,T8,2-8B
1226,22,8,C,8C,setA,M9 20 mM glucose pH 7.4,2,15,1.571,T8,2-8C
1227,23,9,A,9A,acrB,M9 20 mM glucose pH 7.4,2,15,1.535,T8,2-9A
1228,23,9,B,9B,acrB,M9 20 mM glucose pH 7.4,2,15,1.59,T8,2-9B
1229,23,9,C,9C,acrB,M9 20 mM glucose pH 7.4,2,15,1.567,T8,2-9C
1230,24,10,A,10A,nagE,M9 20 mM glucose pH 7.4,2,15,1.55,T8,2-10A
1231,24,10,B,10B,nagE,M9 20 mM glucose pH 7.4,2,15,1.561,T8,2-10B
1232,24,10,C,10C,nagE,M9 20 mM glucose pH 7.4,2,15,1.57,T8,2-10C
1233,25,11,A,11A,gltJ,M9 20 mM glucose pH 7.4,2,15,1.529,T8,2-11A
1234,25,11,B,11B,gltJ,M9 20 mM glucose pH 7.4,2,15,1.534,T8,2-11B
1235,25,11,C,11C,gltJ,M9 20 mM glucose pH 7.4,2,15,1.53,T8,2-11C
1236,26,12,A,12A,ptsG,M9 20 mM glucose pH 7.4,2,15,0.245,T8,2-12A
1237,26,12,B,12B,ptsG,M9 20 mM glucose pH 7.4,2,15,0.248,T8,2-12B
1238,26,12,C,12C,ptsG,M9 20 mM glucose pH 7.4,2,15,0.237,T8,2-12C
1239,27,13,A,13A,lysP,M9 20 mM glucose pH 7.4,2,15,1.512,T8,2-13A
1240,27,13,B,13B,lysP,M9 20 mM glucose pH 7.4,2,15,1.416,T8,2-13B
1241,27,13,C,13C,lysP,M9 20 mM glucose pH 7.4,2,15,1.524,T8,2-13C
1242,28,14,A,14A,putP,M9 20 mM glucose pH 7.4,2,15,1.522,T8,2-14A
1243,28,14,B,14B,putP,M9 20 mM glucose pH 7.4,2,15,1.516,T8,2-14B
1244,28,14,C,14C,putP,M9 20 mM glucose pH 7.4,2,15,1.549,T8,2-14C
1245,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,2,15,1.558,T8,2-0D
1246,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,2,15,1.532,T8,2-0E
1247,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,2,15,1.507,T8,2-0F
1248,15,1,A,1A,argO,M9 20 mM glucose pH 7.4,2,16,1.589,T9,2-1A
1249,15,1,B,1B,argO,M9 20 mM glucose pH 7.4,2,16,1.535,T9,2-1B
1250,15,1,C,1C,argO,M9 20 mM glucose pH 7.4,2,16,1.603,T9,2-1C
1251,16,2,A,2A,yhjE,M9 20 mM glucose pH 7.4,2,16,1.591,T9,2-2A
1252,16,2,B,2B,yhjE,M9 20 mM glucose pH 7.4,2,16,1.611,T9,2-2B
1253,16,2,C,2C,yhjE,M9 20 mM glucose pH 7.4,2,16,1.528,T9,2-2C
1254,17,3,A,3A,adeP,M9 20 mM glucose pH 7.4,2,16,1.469,T9,2-3A
1255,17,3,B,3B,adeP,M9 20 mM glucose pH 7.4,2,16,1.495,T9,2-3B
1256,17,3,C,3C,adeP,M9 20 mM glucose pH 7.4,2,16,1.549,T9,2-3C
1257,18,4,A,4A,actP,M9 20 mM glucose pH 7.4,2,16,1.529,T9,2-4A
1258,18,4,B,4B,actP,M9 20 mM glucose pH 7.4,2,16,1.475,T9,2-4B
1259,18,4,C,4C,actP,M9 20 mM glucose pH 7.4,2,16,1.537,T9,2-4C
1260,19,5,A,5A,codB,M9 20 mM glucose pH 7.4,2,16,1.535,T9,2-5A
1261,19,5,B,5B,codB,M9 20 mM glucose pH 7.4,2,16,1.529,T9,2-5B
1262,19,5,C,5C,codB,M9 20 mM glucose pH 7.4,2,16,1.507,T9,2-5C
1263,20,6,A,6A,aroP,M9 20 mM glucose pH 7.4,2,16,1.526,T9,2-6A
1264,20,6,B,6B,aroP,M9 20 mM glucose pH 7.4,2,16,1.576,T9,2-6B
1265,20,6,C,6C,aroP,M9 20 mM glucose pH 7.4,2,16,1.531,T9,2-6C
1266,21,7,A,7A,brnQ,M9 20 mM glucose pH 7.4,2,16,1.551,T9,2-7A
1267,21,7,B,7B,brnQ,M9 20 mM glucose pH 7.4,2,16,1.562,T9,2-7B
1268,21,7,C,7C,brnQ,M9 20 mM glucose pH 7.4,2,16,1.507,T9,2-7C
1269,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,2,16,1.553,T9,2-0A
1270,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,2,16,1.523,T9,2-0B
1271,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,2,16,1.559,T9,2-0C
1272,22,8,A,8A,setA,M9 20 mM glucose pH 7.4,2,16,1.53,T9,2-8A
1273,22,8,B,8B,setA,M9 20 mM glucose pH 7.4,2,16,1.544,T9,2-8B
1274,22,8,C,8C,setA,M9 20 mM glucose pH 7.4,2,16,1.542,T9,2-8C
1275,23,9,A,9A,acrB,M9 20 mM glucose pH 7.4,2,16,1.507,T9,2-9A
1276,23,9,B,9B,acrB,M9 20 mM glucose pH 7.4,2,16,1.567,T9,2-9B
1277,23,9,C,9C,acrB,M9 20 mM glucose pH 7.4,2,16,1.531,T9,2-9C
1278,24,10,A,10A,nagE,M9 20 mM glucose pH 7.4,2,16,1.523,T9,2-10A
1279,24,10,B,10B,nagE,M9 20 mM glucose pH 7.4,2,16,1.534,T9,2-10B
1280,24,10,C,10C,nagE,M9 20 mM glucose pH 7.4,2,16,1.546,T9,2-10C
1281,25,11,A,11A,gltJ,M9 20 mM glucose pH 7.4,2,16,1.509,T9,2-11A
1282,25,11,B,11B,gltJ,M9 20 mM glucose pH 7.4,2,16,1.516,T9,2-11B
1283,25,11,C,11C,gltJ,M9 20 mM glucose pH 7.4,2,16,1.502,T9,2-11C
1284,26,12,A,12A,ptsG,M9 20 mM glucose pH 7.4,2,16,0.28,T9,2-12A
1285,26,12,B,12B,ptsG,M9 20 mM glucose pH 7.4,2,16,0.288,T9,2-12B
1286,26,12,C,12C,ptsG,M9 20 mM glucose pH 7.4,2,16,0.278,T9,2-12C
1287,27,13,A,13A,lysP,M9 20 mM glucose pH 7.4,2,16,1.467,T9,2-13A
1288,27,13,B,13B,lysP,M9 20 mM glucose pH 7.4,2,16,1.456,T9,2-13B
1289,27,13,C,13C,lysP,M9 20 mM glucose pH 7.4,2,16,1.528,T9,2-13C
1290,28,14,A,14A,putP,M9 20 mM glucose pH 7.4,2,16,1.487,T9,2-14A
1291,28,14,B,14B,putP,M9 20 mM glucose pH 7.4,2,16,1.498,T9,2-14B
1292,28,14,C,14C,putP,M9 20 mM glucose pH 7.4,2,16,1.546,T9,2-14C
1293,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,2,16,1.56,T9,2-0D
1294,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,2,16,1.517,T9,2-0E
1295,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,2,16,1.514,T9,2-0F
1296,15,1,A,1A,argO,M9 20 mM glucose pH 7.4,2,20,1.482,T10,2-1A
1297,15,1,B,1B,argO,M9 20 mM glucose pH 7.4,2,20,1.417,T10,2-1B
1298,15,1,C,1C,argO,M9 20 mM glucose pH 7.4,2,20,1.524,T10,2-1C
1299,16,2,A,2A,yhjE,M9 20 mM glucose pH 7.4,2,20,1.564,T10,2-2A
1300,16,2,B,2B,yhjE,M9 20 mM glucose pH 7.4,2,20,1.574,T10,2-2B
1301,16,2,C,2C,yhjE,M9 20 mM glucose pH 7.4,2,20,1.568,T10,2-2C
1302,17,3,A,3A,adeP,M9 20 mM glucose pH 7.4,2,20,1.381,T10,2-3A
1303,17,3,B,3B,adeP,M9 20 mM glucose pH 7.4,2,20,1.417,T10,2-3B
1304,17,3,C,3C,adeP,M9 20 mM glucose pH 7.4,2,20,1.426,T10,2-3C
1305,18,4,A,4A,actP,M9 20 mM glucose pH 7.4,2,20,1.448,T10,2-4A
1306,18,4,B,4B,actP,M9 20 mM glucose pH 7.4,2,20,1.404,T10,2-4B
1307,18,4,C,4C,actP,M9 20 mM glucose pH 7.4,2,20,1.445,T10,2-4C
1308,19,5,A,5A,codB,M9 20 mM glucose pH 7.4,2,20,1.445,T10,2-5A
1309,19,5,B,5B,codB,M9 20 mM glucose pH 7.4,2,20,1.442,T10,2-5B
1310,19,5,C,5C,codB,M9 20 mM glucose pH 7.4,2,20,1.441,T10,2-5C
1311,20,6,A,6A,aroP,M9 20 mM glucose pH 7.4,2,20,1.445,T10,2-6A
1312,20,6,B,6B,aroP,M9 20 mM glucose pH 7.4,2,20,1.457,T10,2-6B
1313,20,6,C,6C,aroP,M9 20 mM glucose pH 7.4,2,20,1.445,T10,2-6C
1314,21,7,A,7A,brnQ,M9 20 mM glucose pH 7.4,2,20,1.47,T10,2-7A
1315,21,7,B,7B,brnQ,M9 20 mM glucose pH 7.4,2,20,1.457,T10,2-7B
1316,21,7,C,7C,brnQ,M9 20 mM glucose pH 7.4,2,20,1.458,T10,2-7C
1317,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,2,20,1.464,T10,2-0A
1318,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,2,20,1.46,T10,2-0B
1319,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,2,20,1.577,T10,2-0C
1320,22,8,A,8A,setA,M9 20 mM glucose pH 7.4,2,20,1.431,T10,2-8A
1321,22,8,B,8B,setA,M9 20 mM glucose pH 7.4,2,20,1.453,T10,2-8B
1322,22,8,C,8C,setA,M9 20 mM glucose pH 7.4,2,20,1.467,T10,2-8C
1323,23,9,A,9A,acrB,M9 20 mM glucose pH 7.4,2,20,1.465,T10,2-9A
1324,23,9,B,9B,acrB,M9 20 mM glucose pH 7.4,2,20,1.483,T10,2-9B
1325,23,9,C,9C,acrB,M9 20 mM glucose pH 7.4,2,20,1.477,T10,2-9C
1326,24,10,A,10A,nagE,M9 20 mM glucose pH 7.4,2,20,1.416,T10,2-10A
1327,24,10,B,10B,nagE,M9 20 mM glucose pH 7.4,2,20,1.433,T10,2-10B
1328,24,10,C,10C,nagE,M9 20 mM glucose pH 7.4,2,20,1.442,T10,2-10C
1329,25,11,A,11A,gltJ,M9 20 mM glucose pH 7.4,2,20,1.433,T10,2-11A
1330,25,11,B,11B,gltJ,M9 20 mM glucose pH 7.4,2,20,1.42,T10,2-11B
1331,25,11,C,11C,gltJ,M9 20 mM glucose pH 7.4,2,20,1.396,T10,2-11C
1332,26,12,A,12A,ptsG,M9 20 mM glucose pH 7.4,2,20,0.697,T10,2-12A
1333,26,12,B,12B,ptsG,M9 20 mM glucose pH 7.4,2,20,0.667,T10,2-12B
1334,26,12,C,12C,ptsG,M9 20 mM glucose pH 7.4,2,20,0.661,T10,2-12C
1335,27,13,A,13A,lysP,M9 20 mM glucose pH 7.4,2,20,1.451,T10,2-13A
1336,27,13,B,13B,lysP,M9 20 mM glucose pH 7.4,2,20,1.504,T10,2-13B
1337,27,13,C,13C,lysP,M9 20 mM glucose pH 7.4,2,20,1.464,T10,2-13C
1338,28,14,A,14A,putP,M9 20 mM glucose pH 7.4,2,20,1.377,T10,2-14A
1339,28,14,B,14B,putP,M9 20 mM glucose pH 7.4,2,20,1.374,T10,2-14B
1340,28,14,C,14C,putP,M9 20 mM glucose pH 7.4,2,20,1.428,T10,2-14C
1341,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,2,20,1.426,T10,2-0D
1342,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,2,20,1.437,T10,2-0E
1343,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,2,20,1.395,T10,2-0F
1344,29,1,A,1A,gadC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-1A
1345,29,1,B,1B,gadC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-1B
1346,29,1,C,1C,gadC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-1C
1347,30,2,A,2A,znuB,M9 20 mM glucose pH 7.4,3,0,0.01,,3-2A
1348,30,2,B,2B,znuB,M9 20 mM glucose pH 7.4,3,0,0.01,,3-2B
1349,30,2,C,2C,znuB,M9 20 mM glucose pH 7.4,3,0,0.01,,3-2C
1350,31,3,A,3A,glnP,M9 20 mM glucose pH 7.4,3,0,0.01,,3-3A
1351,31,3,B,3B,glnP,M9 20 mM glucose pH 7.4,3,0,0.01,,3-3B
1352,31,3,C,3C,glnP,M9 20 mM glucose pH 7.4,3,0,0.01,,3-3C
1353,32,4,A,4A,focA,M9 20 mM glucose pH 7.4,3,0,0.01,,3-4A
1354,32,4,B,4B,focA,M9 20 mM glucose pH 7.4,3,0,0.01,,3-4B
1355,32,4,C,4C,focA,M9 20 mM glucose pH 7.4,3,0,0.01,,3-4C
1356,33,5,A,5A,artQ,M9 20 mM glucose pH 7.4,3,0,0.01,,3-5A
1357,33,5,B,5B,artQ,M9 20 mM glucose pH 7.4,3,0,0.01,,3-5B
1358,33,5,C,5C,artQ,M9 20 mM glucose pH 7.4,3,0,0.01,,3-5C
1359,34,6,A,6A,rbsC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-6A
1360,34,6,B,6B,rbsC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-6B
1361,34,6,C,6C,rbsC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-6C
1362,35,7,A,7A,glpF,M9 20 mM glucose pH 7.4,3,0,0.01,,3-7A
1363,35,7,B,7B,glpF,M9 20 mM glucose pH 7.4,3,0,0.01,,3-7B
1364,35,7,C,7C,glpF,M9 20 mM glucose pH 7.4,3,0,0.01,,3-7C
1365,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,3,0,0.01,,3-0A
1366,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,3,0,0.01,,3-0B
1367,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,3,0,0.01,,3-0C
1368,36,8,A,8A,proP,M9 20 mM glucose pH 7.4,3,0,0.01,,3-8A
1369,36,8,B,8B,proP,M9 20 mM glucose pH 7.4,3,0,0.01,,3-8B
1370,36,8,C,8C,proP,M9 20 mM glucose pH 7.4,3,0,0.01,,3-8C
1371,37,9,A,9A,cycA,M9 20 mM glucose pH 7.4,3,0,0.01,,3-9A
1372,37,9,B,9B,cycA,M9 20 mM glucose pH 7.4,3,0,0.01,,3-9B
1373,37,9,C,9C,cycA,M9 20 mM glucose pH 7.4,3,0,0.01,,3-9C
1374,38,10,A,10A,nupC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-10A
1375,38,10,B,10B,nupC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-10B
1376,38,10,C,10C,nupC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-10C
1377,39,11,A,11A,fruA,M9 20 mM glucose pH 7.4,3,0,0.01,,3-11A
1378,39,11,B,11B,fruA,M9 20 mM glucose pH 7.4,3,0,0.01,,3-11B
1379,39,11,C,11C,fruA,M9 20 mM glucose pH 7.4,3,0,0.01,,3-11C
1380,40,12,A,12A,sdaC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-12A
1381,40,12,B,12B,sdaC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-12B
1382,40,12,C,12C,sdaC,M9 20 mM glucose pH 7.4,3,0,0.01,,3-12C
1383,41,13,A,13A,gltP,M9 20 mM glucose pH 7.4,3,0,0.01,,3-13A
1384,41,13,B,13B,gltP,M9 20 mM glucose pH 7.4,3,0,0.01,,3-13B
1385,41,13,C,13C,gltP,M9 20 mM glucose pH 7.4,3,0,0.01,,3-13C
1386,42,14,A,14A,mscL,M9 20 mM glucose pH 7.4,3,0,0.01,,3-14A
1387,42,14,B,14B,mscL,M9 20 mM glucose pH 7.4,3,0,0.01,,3-14B
1388,42,14,C,14C,mscL,M9 20 mM glucose pH 7.4,3,0,0.01,,3-14C
1389,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,3,0,0.01,,3-0D
1390,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,3,0,0.01,,3-0E
1391,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,3,0,0.01,,3-0F
1392,29,1,A,1A,gadC,M9 20 mM glucose pH 7.4,3,0.33,0.016,,3-1A
1393,29,1,B,1B,gadC,M9 20 mM glucose pH 7.4,3,0.33,0.02,,3-1B
1394,29,1,C,1C,gadC,M9 20 mM glucose pH 7.4,3,0.33,0.021,,3-1C
1395,30,2,A,2A,znuB,M9 20 mM glucose pH 7.4,3,0.33,0.018,,3-2A
1396,30,2,B,2B,znuB,M9 20 mM glucose pH 7.4,3,0.33,0.023,,3-2B
1397,30,2,C,2C,znuB,M9 20 mM glucose pH 7.4,3,0.33,0.023,,3-2C
1398,31,3,A,3A,glnP,M9 20 mM glucose pH 7.4,3,0.33,0.016,,3-3A
1399,31,3,B,3B,glnP,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-3B
1400,31,3,C,3C,glnP,M9 20 mM glucose pH 7.4,3,0.33,0.018,,3-3C
1401,32,4,A,4A,focA,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-4A
1402,32,4,B,4B,focA,M9 20 mM glucose pH 7.4,3,0.33,0.02,,3-4B
1403,32,4,C,4C,focA,M9 20 mM glucose pH 7.4,3,0.33,0.018,,3-4C
1404,33,5,A,5A,artQ,M9 20 mM glucose pH 7.4,3,0.33,0.015,,3-5A
1405,33,5,B,5B,artQ,M9 20 mM glucose pH 7.4,3,0.33,0.015,,3-5B
1406,33,5,C,5C,artQ,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-5C
1407,34,6,A,6A,rbsC,M9 20 mM glucose pH 7.4,3,0.33,0.016,,3-6A
1408,34,6,B,6B,rbsC,M9 20 mM glucose pH 7.4,3,0.33,0.015,,3-6B
1409,34,6,C,6C,rbsC,M9 20 mM glucose pH 7.4,3,0.33,0.019,,3-6C
1410,35,7,A,7A,glpF,M9 20 mM glucose pH 7.4,3,0.33,0.018,,3-7A
1411,35,7,B,7B,glpF,M9 20 mM glucose pH 7.4,3,0.33,0.023,,3-7B
1412,35,7,C,7C,glpF,M9 20 mM glucose pH 7.4,3,0.33,0.019,,3-7C
1413,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,3,0.33,0.016,,3-0A
1414,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-0B
1415,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,3,0.33,0.023,,3-0C
1416,36,8,A,8A,proP,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-8A
1417,36,8,B,8B,proP,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-8B
1418,36,8,C,8C,proP,M9 20 mM glucose pH 7.4,3,0.33,0.016,,3-8C
1419,37,9,A,9A,cycA,M9 20 mM glucose pH 7.4,3,0.33,0.019,,3-9A
1420,37,9,B,9B,cycA,M9 20 mM glucose pH 7.4,3,0.33,0.022,,3-9B
1421,37,9,C,9C,cycA,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-9C
1422,38,10,A,10A,nupC,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-10A
1423,38,10,B,10B,nupC,M9 20 mM glucose pH 7.4,3,0.33,0.014,,3-10B
1424,38,10,C,10C,nupC,M9 20 mM glucose pH 7.4,3,0.33,0.015,,3-10C
1425,39,11,A,11A,fruA,M9 20 mM glucose pH 7.4,3,0.33,0.014,,3-11A
1426,39,11,B,11B,fruA,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-11B
1427,39,11,C,11C,fruA,M9 20 mM glucose pH 7.4,3,0.33,0.018,,3-11C
1428,40,12,A,12A,sdaC,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-12A
1429,40,12,B,12B,sdaC,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-12B
1430,40,12,C,12C,sdaC,M9 20 mM glucose pH 7.4,3,0.33,0.018,,3-12C
1431,41,13,A,13A,gltP,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-13A
1432,41,13,B,13B,gltP,M9 20 mM glucose pH 7.4,3,0.33,0.016,,3-13B
1433,41,13,C,13C,gltP,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-13C
1434,42,14,A,14A,mscL,M9 20 mM glucose pH 7.4,3,0.33,0.017,,3-14A
1435,42,14,B,14B,mscL,M9 20 mM glucose pH 7.4,3,0.33,0.016,,3-14B
1436,42,14,C,14C,mscL,M9 20 mM glucose pH 7.4,3,0.33,0.016,,3-14C
1437,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,3,0.33,0.016,,3-0D
1438,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,3,0.33,0.015,,3-0E
1439,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,3,0.33,0.016,,3-0F
1440,29,1,A,1A,gadC,M9 20 mM glucose pH 7.4,3,2,0.023,,3-1A
1441,29,1,B,1B,gadC,M9 20 mM glucose pH 7.4,3,2,0.026,,3-1B
1442,29,1,C,1C,gadC,M9 20 mM glucose pH 7.4,3,2,0.022,,3-1C
1443,30,2,A,2A,znuB,M9 20 mM glucose pH 7.4,3,2,0.027,,3-2A
1444,30,2,B,2B,znuB,M9 20 mM glucose pH 7.4,3,2,0.022,,3-2B
1445,30,2,C,2C,znuB,M9 20 mM glucose pH 7.4,3,2,0.023,,3-2C
1446,31,3,A,3A,glnP,M9 20 mM glucose pH 7.4,3,2,0.025,,3-3A
1447,31,3,B,3B,glnP,M9 20 mM glucose pH 7.4,3,2,0.024,,3-3B
1448,31,3,C,3C,glnP,M9 20 mM glucose pH 7.4,3,2,0.026,,3-3C
1449,32,4,A,4A,focA,M9 20 mM glucose pH 7.4,3,2,0.023,,3-4A
1450,32,4,B,4B,focA,M9 20 mM glucose pH 7.4,3,2,0.022,,3-4B
1451,32,4,C,4C,focA,M9 20 mM glucose pH 7.4,3,2,0.023,,3-4C
1452,33,5,A,5A,artQ,M9 20 mM glucose pH 7.4,3,2,0.02,,3-5A
1453,33,5,B,5B,artQ,M9 20 mM glucose pH 7.4,3,2,0.02,,3-5B
1454,33,5,C,5C,artQ,M9 20 mM glucose pH 7.4,3,2,0.02,,3-5C
1455,34,6,A,6A,rbsC,M9 20 mM glucose pH 7.4,3,2,0.023,,3-6A
1456,34,6,B,6B,rbsC,M9 20 mM glucose pH 7.4,3,2,0.023,,3-6B
1457,34,6,C,6C,rbsC,M9 20 mM glucose pH 7.4,3,2,0.023,,3-6C
1458,35,7,A,7A,glpF,M9 20 mM glucose pH 7.4,3,2,0.025,,3-7A
1459,35,7,B,7B,glpF,M9 20 mM glucose pH 7.4,3,2,0.025,,3-7B
1460,35,7,C,7C,glpF,M9 20 mM glucose pH 7.4,3,2,0.024,,3-7C
1461,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,3,2,0.023,,3-0A
1462,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,3,2,0.024,,3-0B
1463,0,0,C,0C,WT,M9 20 mM glucose pH 7.4,3,2,0.026,,3-0C
1464,36,8,A,8A,proP,M9 20 mM glucose pH 7.4,3,2,0.027,,3-8A
1465,36,8,B,8B,proP,M9 20 mM glucose pH 7.4,3,2,0.027,,3-8B
1466,36,8,C,8C,proP,M9 20 mM glucose pH 7.4,3,2,0.023,,3-8C
1467,37,9,A,9A,cycA,M9 20 mM glucose pH 7.4,3,2,0.023,,3-9A
1468,37,9,B,9B,cycA,M9 20 mM glucose pH 7.4,3,2,0.029,,3-9B
1469,37,9,C,9C,cycA,M9 20 mM glucose pH 7.4,3,2,0.021,,3-9C
1470,38,10,A,10A,nupC,M9 20 mM glucose pH 7.4,3,2,0.022,,3-10A
1471,38,10,B,10B,nupC,M9 20 mM glucose pH 7.4,3,2,0.022,,3-10B
1472,38,10,C,10C,nupC,M9 20 mM glucose pH 7.4,3,2,0.023,,3-10C
1473,39,11,A,11A,fruA,M9 20 mM glucose pH 7.4,3,2,0.025,,3-11A
1474,39,11,B,11B,fruA,M9 20 mM glucose pH 7.4,3,2,0.022,,3-11B
1475,39,11,C,11C,fruA,M9 20 mM glucose pH 7.4,3,2,0.023,,3-11C
1476,40,12,A,12A,sdaC,M9 20 mM glucose pH 7.4,3,2,0.023,,3-12A
1477,40,12,B,12B,sdaC,M9 20 mM glucose pH 7.4,3,2,0.021,,3-12B
1478,40,12,C,12C,sdaC,M9 20 mM glucose pH 7.4,3,2,0.025,,3-12C
1479,41,13,A,13A,gltP,M9 20 mM glucose pH 7.4,3,2,0.022,,3-13A
1480,41,13,B,13B,gltP,M9 20 mM glucose pH 7.4,3,2,0.024,,3-13B
1481,41,13,C,13C,gltP,M9 20 mM glucose pH 7.4,3,2,0.023,,3-13C
1482,42,14,A,14A,mscL,M9 20 mM glucose pH 7.4,3,2,0.022,,3-14A
1483,42,14,B,14B,mscL,M9 20 mM glucose pH 7.4,3,2,0.022,,3-14B
1484,42,14,C,14C,mscL,M9 20 mM glucose pH 7.4,3,2,0.022,,3-14C
1485,0,0,D,0D,WT,M9 20 mM glucose pH 7.4,3,2,0.024,,3-0D
1486,0,0,E,0E,WT,M9 20 mM glucose pH 7.4,3,2,0.024,,3-0E
1487,0,0,F,0F,WT,M9 20 mM glucose pH 7.4,3,2,0.024,,3-0F
1488,29,1,A,1A,gadC,M9 20 mM glucose pH 7.4,3,4,0.034,T1,3-1A
1489,29,1,B,1B,gadC,M9 20 mM glucose pH 7.4,3,4,0.04,T1,3-1B
1490,29,1,C,1C,gadC,M9 20 mM glucose pH 7.4,3,4,0.034,T1,3-1C
1491,30,2,A,2A,znuB,M9 20 mM glucose pH 7.4,3,4,0.033,T1,3-2A
1492,30,2,B,2B,znuB,M9 20 mM glucose pH 7.4,3,4,0.03,T1,3-2B
1493,30,2,C,2C,znuB,M9 20 mM glucose pH 7.4,3,4,0.031,T1,3-2C
1494,31,3,A,3A,glnP,M9 20 mM glucose pH 7.4,3,4,0.035,T1,3-3A
1495,31,3,B,3B,glnP,M9 20 mM glucose pH 7.4,3,4,0.036,T1,3-3B
1496,31,3,C,3C,glnP,M9 20 mM glucose pH 7.4,3,4,0.037,T1,3-3C
1497,32,4,A,4A,focA,M9 20 mM glucose pH 7.4,3,4,0.037,T1,3-4A
1498,32,4,B,4B,focA,M9 20 mM glucose pH 7.4,3,4,0.035,T1,3-4B
1499,32,4,C,4C,focA,M9 20 mM glucose pH 7.4,3,4,0.035,T1,3-4C
1500,33,5,A,5A,artQ,M9 20 mM glucose pH 7.4,3,4,0.031,T1,3-5A
1501,33,5,B,5B,artQ,M9 20 mM glucose pH 7.4,3,4,0.03,T1,3-5B
1502,33,5,C,5C,artQ,M9 20 mM glucose pH 7.4,3,4,0.031,T1,3-5C
1503,34,6,A,6A,rbsC,M9 20 mM glucose pH 7.4,3,4,0.034,T1,3-6A
1504,34,6,B,6B,rbsC,M9 20 mM glucose pH 7.4,3,4,0.034,T1,3-6B
1505,34,6,C,6C,rbsC,M9 20 mM glucose pH 7.4,3,4,0.036,T1,3-6C
1506,35,7,A,7A,glpF,M9 20 mM glucose pH 7.4,3,4,0.037,T1,3-7A
1507,35,7,B,7B,glpF,M9 20 mM glucose pH 7.4,3,4,0.037,T1,3-7B
1508,35,7,C,7C,glpF,M9 20 mM glucose pH 7.4,3,4,0.036,T1,3-7C
1509,0,0,A,0A,WT,M9 20 mM glucose pH 7.4,3,4,0.035,T1,3-0A
1510,0,0,B,0B,WT,M9 20 mM glucose pH 7.4,3,4,0.035,T1,3-0B
